Rank,Name,Year,Position,Binary_SP,WAR,완투,완봉,승,패,세이브,홀드,이닝,자책점,4구,삼진,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
3347,송승준,2019,P,0,0.1,0,0,0,1,0,0,14.1,7,6,13,4.4,4.4,5.59,5.23,4.5,1.53
3348,임현준,2017,P,0,0.1,0,0,0,0,0,0,10.2,6,4,4,5.06,5.91,6.5,5.94,5.01,1.41
3349,이성민,2016,P,0,0.1,0,0,6,5,0,1,68.2,54,42,47,7.08,7.73,7.75,7.44,6.33,1.91
3350,진명호,2020,P,0,0.1,0,0,0,1,0,2,31.1,25,22,32,7.18,7.18,6.69,6.49,4.96,1.63
3351,장원삼,2016,P,0,0.09,0,0,5,8,0,2,78.1,61,23,53,7.01,7.93,7.63,7.7,5.93,1.75
3352,권혁,2018,P,0,0.09,0,0,1,1,0,3,11,6,4,11,4.91,4.91,6.3,6.19,5.14,1.18
3353,심동섭,2016,P,0,0.08,0,0,5,2,1,13,37.2,27,21,33,6.45,7.17,6.51,6.64,5.69,1.75
3354,박희수,2020,P,0,0.08,0,0,0,1,0,0,24.2,15,10,26,5.47,5.84,6.59,6.45,4.55,1.54
3355,강영식,2016,P,0,0.08,0,0,0,2,0,5,11.2,7,9,11,5.4,6.17,6.44,6.33,6.32,1.89
3356,김세현,2017,P,0,0.08,0,0,1,5,18,7,50,30,15,47,5.4,5.58,6.16,6.33,3.8,1.6
3357,김사율,2017,P,0,0.08,0,0,3,3,0,2,34.2,28,8,28,7.27,7.79,7.26,6.9,5.39,1.7
3358,장민재,2020,P,0,0.07,0,0,2,7,0,0,57.1,43,13,32,6.75,6.91,6.59,6.84,4.45,1.73
3359,이대은,2020,P,0,0.07,0,0,0,4,1,0,29.1,19,13,15,5.83,7.06,6.69,6.5,5.92,1.67
3360,최원태,2016,P,1,0.07,0,0,2,3,0,0,61,49,23,42,7.23,7.52,7.3,7.54,5.16,1.84
3361,홍성민,2019,P,0,0.07,0,0,0,0,0,1,12.2,6,0,7,4.26,4.26,5.61,5.63,2.67,1.34
3362,김윤동,2019,P,0,0.07,0,0,1,2,4,0,11,8,11,12,6.55,6.55,5.32,4.97,4.7,2.09
3363,장현식,2019,P,0,0.07,0,0,5,4,0,9,54.2,28,23,49,4.61,5.1,5.76,5.52,5.06,1.48
3364,정대현,2016,P,0,0.06,0,0,1,0,0,8,17.1,10,13,7,5.19,5.19,7.32,6.69,7.26,2.13
3365,송승준,2020,P,0,0.06,0,0,2,2,0,1,24.2,17,14,25,6.2,6.2,6.59,6.47,4.31,1.78
3366,김태오,2018,P,0,0.06,0,0,1,2,0,0,21,14,9,14,6,6.86,6.86,7.04,6.57,1.95
3367,강윤구,2020,P,0,0.06,0,0,1,1,0,3,21,16,11,15,6.86,6.86,6.34,6.41,5.53,2
3368,박한길,2016,P,0,0.06,0,0,0,0,0,0,16.1,11,7,10,6.06,8.27,7.88,7.55,4.96,1.9
3369,홍건희,2017,P,0,0.05,0,0,1,1,0,0,59,42,21,41,6.41,6.71,7.11,7.15,4.69,1.76
3370,고효준,2018,P,0,0.05,0,0,2,3,0,7,32.1,25,23,39,6.96,7.52,7.1,6.93,4.64,1.73
3371,신정락,2020,P,0,0.05,0,0,0,1,0,0,12,12,7,14,9,9,6.04,6.32,5.39,1.83
3372,정인욱,2019,P,0,0.05,0,0,0,2,0,0,21.2,17,15,15,7.06,7.06,6.65,6.16,5.06,1.8
3373,조병욱,2020,P,0,0.05,0,0,0,1,0,0,28.1,24,13,11,7.62,7.62,7.58,7.63,6.24,1.84
3374,김택형,2016,P,0,0.04,0,0,2,2,0,7,28.1,24,11,35,7.62,8.26,6.83,6.86,4.88,1.84
3375,김성훈,2019,P,0,0.04,0,0,0,1,0,0,22.1,12,15,26,4.84,4.84,5.88,5.97,4.72,1.75
3376,주권,2017,P,0,0.03,0,0,5,6,1,3,81.2,60,31,47,6.61,7.05,7.13,7.16,6.36,1.62
3377,홍정우,2020,P,0,0.03,0,0,0,0,0,1,30,22,12,29,6.6,6.9,7.62,6.98,4.91,1.63
3378,강동연,2020,P,0,0.03,0,0,1,2,0,1,24,16,11,17,6,6.38,7.01,6.7,5.26,1.58
3379,박진태,2017,P,0,0.03,0,0,0,1,3,2,57.2,42,19,24,6.55,7.02,7.09,7.25,5.6,1.65
3380,정대현,2017,P,1,0.02,0,0,3,8,0,0,66.1,52,23,27,7.06,7.46,7.39,7.34,6.74,1.72
3381,배영수,2019,P,0,0.02,0,0,1,2,0,0,45.1,23,11,10,4.57,4.96,5.72,5.93,5.13,1.35
3382,손주영,2018,P,1,0.02,0,0,0,2,0,0,11.2,11,14,7,8.49,8.49,7.56,7.89,7.1,2.31
3383,정성종,2019,P,0,0.02,0,0,1,1,0,0,49.2,30,24,24,5.44,5.98,6.32,6.12,5.66,1.77
3384,김현수,2020,P,0,0.02,0,0,1,2,0,0,32.1,26,31,19,7.24,7.52,7.91,7.84,6.79,2.23
3385,황인준,2019,P,0,0.02,0,0,0,0,0,0,11.1,8,5,11,6.35,6.35,6.75,6.67,4.85,1.68
3386,배민서,2020,P,0,0.01,0,0,0,0,0,0,13.1,11,7,9,7.43,8.1,8.1,7.52,7.51,1.8
3387,최금강,2017,P,0,0.01,0,0,5,3,0,0,89.2,73,34,51,7.33,7.93,7.4,7.52,6.37,1.62
3388,고효준,2020,P,0,0.01,0,0,1,0,0,0,15.2,10,11,11,5.74,5.74,7.07,6.83,7.29,1.6
3389,서균,2018,P,0,0,0,0,1,1,1,10,37.1,24,16,22,5.79,6.27,6.85,6.92,7.01,1.47
3390,안성무,2017,P,1,0,0,0,1,1,0,0,11.2,10,10,8,7.71,7.71,7.44,7.31,7.46,2.06
3391,조덕길,2018,P,0,0,0,0,0,0,0,0,26.2,22,13,25,7.43,8.1,7.81,7.96,6.19,1.8
3392,최충연,2017,P,0,0,0,0,3,8,0,3,84,71,48,74,7.61,7.61,7.44,7.08,5.77,1.88
3393,오현택,2016,P,0,-0.01,0,0,1,0,0,4,20.2,14,3,17,6.1,6.1,6.38,7.1,4.66,1.55
3394,이민우,2020,P,1,-0.01,0,0,6,10,0,0,106,80,47,67,6.79,7.39,7.18,7.33,5.2,1.66
3395,김대현,2020,P,0,-0.01,0,0,4,0,0,3,32.1,21,23,28,5.85,6.68,6.11,6.55,6.24,1.86
3396,박상원,2020,P,0,-0.01,0,0,1,0,1,10,58,30,20,52,4.66,5.43,6.23,6.47,4.62,1.41
3397,신정락,2017,P,0,-0.02,0,0,3,5,10,12,59,35,24,58,5.34,6.41,6.41,6.42,4.24,1.44
3398,이준영,2020,P,0,-0.03,0,0,0,2,0,13,23.2,14,13,22,5.32,5.32,6.48,6.38,3.88,1.86
3399,송창현,2019,P,1,-0.03,0,0,0,1,0,0,12.2,9,4,5,6.39,6.39,6.39,6.53,7.56,1.5
3400,조상우,2018,P,0,-0.03,0,0,1,2,9,0,19,8,6,23,3.79,5.21,6.35,6.62,3.25,1.16
3401,김세현,2018,P,0,-0.03,0,0,1,6,4,0,40,30,17,32,6.75,7.2,6.87,6.98,4.85,1.83
3402,이현승,2016,P,0,-0.03,0,0,1,4,25,1,57.2,31,17,41,4.84,5.62,6.42,6.78,5.3,1.42
3403,플란데,2016,P,1,-0.03,0,0,2,6,0,0,68.2,58,33,56,7.6,8.65,8.4,8.01,5.99,1.82
3404,이동현,2016,P,0,-0.03,0,0,4,3,2,5,43.1,26,14,38,5.4,5.4,6.55,6.98,4.42,1.57
3405,김재열,2020,P,0,-0.04,0,0,0,1,0,2,17.1,14,12,13,7.27,8.31,6.62,7.04,6.68,2.02
3406,이정훈,2016,P,0,-0.04,0,0,0,3,0,1,18,14,5,8,7,7,7.78,7.66,5.97,2.06
3407,조무근,2016,P,0,-0.04,0,0,2,0,0,4,38.2,37,27,31,8.61,8.61,7.56,7.26,6.18,2.22
3408,김태훈,2017,P,0,-0.04,0,0,2,2,0,3,41.1,30,19,34,6.53,7.4,6.96,7.04,6.03,1.94
3409,정재원,2016,P,0,-0.04,0,0,0,0,0,0,21.1,18,9,16,7.59,8.02,8.4,8.53,4.79,1.73
3410,김승회,2016,P,0,-0.04,0,0,1,1,0,4,24.1,16,9,19,5.92,5.92,7.32,7.18,5.26,1.56
3411,김진호,2020,P,1,-0.04,0,0,0,1,0,0,10.1,10,8,7,8.71,8.71,8.71,8.05,10.76,2.13
3412,김시현,2017,P,0,-0.04,0,0,0,0,0,0,21.1,18,15,16,7.59,7.59,7.95,7.53,7.03,2.06
3413,서덕원,2020,P,0,-0.04,0,0,0,0,0,0,12.2,12,4,6,8.53,8.53,8.53,8.32,9.22,1.42
3414,하준영,2019,P,0,-0.04,0,0,6,2,0,15,52.2,29,31,51,4.96,5.3,5.69,5.71,4.28,1.71
3415,최동환,2017,P,0,-0.04,0,0,1,2,1,5,38,24,15,31,5.68,6.16,6.69,6.83,6.62,1.42
3416,이재우,2016,P,0,-0.05,0,0,0,1,0,0,25.1,17,14,18,6.04,7.11,8.26,8.24,8.65,1.89
3417,김유신,2018,P,0,-0.05,0,0,0,0,0,0,13,14,6,6,9.69,9.69,7.68,8.01,4.86,1.46
3418,장원삼,2020,P,0,-0.05,0,0,0,3,0,0,34,29,10,15,7.68,8.47,7.78,7.31,6.09,1.74
3419,이민우,2019,P,0,-0.05,0,0,2,6,1,2,61.1,37,26,56,5.43,6.16,6.21,6.33,3.82,1.63
3420,강동연,2018,P,0,-0.06,0,0,1,0,0,0,11.2,7,5,5,5.4,6.17,7.64,7.74,6.64,1.29
3421,오주원,2020,P,0,-0.06,0,0,3,1,0,2,18.1,11,0,13,5.4,5.89,6.9,6.95,6.12,1.2
3422,임창민,2020,P,0,-0.06,0,0,7,2,0,11,37.2,22,23,44,5.26,6.21,6.79,6.54,4.31,1.65
3423,피노,2016,P,1,-0.06,0,0,2,3,0,1,39,31,15,23,7.15,8.31,8.42,7.93,5.5,1.97
3424,안지만,2016,P,0,-0.06,0,0,2,5,5,5,37.1,24,15,41,5.79,6.27,7.18,6.88,5.94,1.58
3425,김민수,2020,P,1,-0.07,0,0,3,8,0,0,103.1,70,30,63,6.1,6.97,7.26,7.36,5.1,1.75
3426,박정배,2018,P,0,-0.07,0,0,1,3,9,2,44.2,29,12,44,5.84,6.04,6.98,6.88,5.18,1.41
3427,정찬헌,2019,P,0,-0.07,0,0,1,1,6,0,11,2,6,11,1.64,4.09,5.65,5.81,3,1.55
3428,문광은,2017,P,0,-0.08,0,0,2,4,2,5,44.2,35,20,41,7.05,7.25,6.85,6.72,4.84,1.59
3429,최영환,2019,P,0,-0.08,0,0,0,0,0,0,19.2,14,9,20,6.41,6.86,7.25,6.91,3.45,1.53
3430,강윤구,2018,P,0,-0.08,0,0,7,5,1,17,54.2,37,26,65,6.09,6.75,6.63,6.72,5.08,1.46
3431,신재웅,2020,P,0,-0.08,0,0,2,0,0,0,19.1,20,14,11,9.31,9.31,7.94,7.62,7.9,2.07
3432,송승준,2016,P,1,-0.08,0,0,1,2,0,0,41.1,40,21,35,8.71,9.36,8.69,8.24,5.58,2.01
3433,조근종,2019,P,0,-0.08,0,0,0,0,0,1,10.2,7,5,6,5.91,5.91,7.05,6.98,5.26,1.88
3434,윤지웅,2019,P,0,-0.08,0,0,1,0,0,0,12.2,7,4,9,4.97,5.68,6.79,7.01,6.08,1.42
3435,박주홍,2018,P,0,-0.08,0,0,1,1,0,0,18.2,18,10,18,8.68,8.68,7.38,7.57,6.48,1.93
3436,남재현,2020,P,0,-0.09,0,0,0,0,0,0,15.2,7,11,8,4.02,6.89,8.19,7.83,5.85,1.98
3437,정수민,2017,P,0,-0.09,0,0,1,1,0,0,28,21,16,28,6.75,6.75,7.41,7.37,6.56,1.68
3438,홍성무,2019,P,0,-0.09,0,0,0,0,0,0,14.1,10,11,10,6.28,6.28,7.47,7.24,7.15,1.88
3439,심창민,2020,P,0,-0.09,0,0,2,2,0,3,20.1,17,18,21,7.52,8.85,7.5,6.75,6.22,1.77
3440,홍성용,2016,P,0,-0.09,0,0,2,2,2,12,46.1,31,19,33,6.02,6.22,7.1,6.95,6.05,1.83
3441,엄상백,2016,P,0,-0.1,0,0,1,5,1,8,73.1,55,40,57,6.75,7.49,7.39,7.23,5.46,1.81
3442,박근홍,2019,P,0,-0.1,0,0,1,0,0,1,17.2,12,17,11,6.11,6.62,7.39,6.92,8.6,1.87
3443,안영명,2020,P,0,-0.1,0,0,1,1,0,1,45.2,30,18,34,5.91,6.31,7.06,7.04,5.84,1.51
3444,노성호,2018,P,0,-0.1,0,0,1,2,0,0,32.2,26,29,36,7.16,7.99,7.71,7.88,6.53,1.96
3445,김택형,2019,P,0,-0.11,0,0,2,1,0,2,23.1,15,24,27,5.79,6.17,6.17,6.12,4.88,1.89
3446,정용운,2016,P,0,-0.11,0,0,0,1,0,0,21.2,19,20,12,7.89,8.72,8.02,8.39,6.12,2.35
3447,배제성,2017,P,0,-0.11,0,0,0,0,0,0,32,31,23,21,8.72,9,8.66,8.35,6.48,2.16
3448,장원삼,2019,P,0,-0.12,0,0,0,2,0,0,14.2,13,3,7,7.98,7.98,7.67,7.76,6.11,1.57
3449,박세진,2017,P,1,-0.12,0,0,0,2,0,0,11.1,12,6,8,9.53,9.53,8.85,8.97,4.63,1.94
3450,김재영,2016,P,0,-0.12,0,0,0,0,0,0,11.1,13,8,4,10.32,11.12,9.17,9.16,8.47,2.29
3451,윤지웅,2016,P,0,-0.12,0,0,4,2,0,11,44,32,18,37,6.55,6.75,6.81,7.19,4.63,1.5
3452,송창식,2017,P,0,-0.12,0,0,5,6,0,15,73.1,54,33,64,6.63,6.87,6.59,6.56,5.49,1.5
3453,조영우,2019,P,0,-0.12,0,0,0,0,0,0,12.1,11,4,8,8.03,8.76,9.27,8.8,6.09,1.86
3454,이민우,2018,P,0,-0.12,0,0,2,3,0,4,37.2,30,23,28,7.17,8.12,7.66,7.59,6.06,1.99
3455,곽정철,2016,P,0,-0.12,0,0,0,1,2,1,27.1,24,22,16,7.9,7.9,7.67,7.68,6.81,2.05
3456,정인욱,2017,P,1,-0.12,0,0,1,4,0,0,32,35,14,27,9.84,10.41,9.49,8.72,7.19,1.88
3457,김승현,2019,P,0,-0.12,0,0,1,1,0,0,12.2,9,9,4,6.39,8.53,8.06,7.14,5.47,1.58
3458,박준영,2016,P,0,-0.13,0,0,1,3,0,5,33.2,26,18,33,6.95,8.29,7.32,7.58,5.14,1.63
3459,김경태,2016,P,0,-0.13,0,0,0,0,0,0,11.2,10,9,12,7.71,7.71,9.57,9.74,6.1,2.23
3460,박정배,2016,P,0,-0.13,0,0,2,3,2,11,51.2,31,17,26,5.4,5.92,7.16,7.07,5.51,1.39
3461,레나도,2017,P,1,-0.13,0,0,2,3,0,0,49,37,27,28,6.8,8.45,8.07,7.91,7.54,1.98
3462,신재웅,2016,P,0,-0.13,0,0,0,1,0,4,18,11,17,17,5.5,6,7.83,7.84,7.97,1.83
3463,고효준,2016,P,0,-0.13,0,0,0,2,0,2,46,31,29,52,6.07,7.63,7.67,7.66,4.99,1.8
3464,정현욱,2016,P,0,-0.13,0,0,1,0,1,3,21,17,10,18,7.29,8.14,7.63,7.84,6.43,1.52
3465,홍상삼,2017,P,0,-0.14,0,0,1,1,0,0,17,15,11,7,7.94,9,8.55,8.4,6.95,1.82
3466,심수창,2019,P,0,-0.14,0,0,1,1,0,0,11.2,8,7,12,6.17,6.17,6.17,7.03,4.12,2.06
3467,박근홍,2018,P,0,-0.15,0,0,2,0,0,0,23,19,12,27,7.43,8.22,8.88,8.28,5.39,1.74
3468,오현택,2019,P,0,-0.15,0,0,1,0,0,0,12.2,7,2,8,4.97,6.39,7.25,6.66,8.36,1.34
3469,신병률,2018,P,0,-0.15,0,0,0,0,1,2,25.2,20,7,14,7.01,7.71,8.01,7.89,6.97,1.64
3470,김경태,2019,P,0,-0.15,0,0,0,0,0,0,11,5,8,10,4.09,4.09,6.67,7.03,3.79,2
3471,정찬헌,2018,P,0,-0.15,0,0,5,3,27,0,65,35,24,50,4.85,4.98,6.24,6.74,4.77,1.54
3472,장지훈,2019,P,0,-0.15,0,0,0,0,0,0,14.1,10,11,12,6.28,6.91,8.41,8.04,4.31,2.3
3473,이종혁,2017,P,0,-0.15,0,0,2,0,0,0,19,14,10,10,6.63,7.58,8.31,8.01,7.22,1.84
3474,윤석민,2018,P,0,-0.16,0,0,0,8,11,0,40,30,10,29,6.75,7.2,7.58,7.53,5.83,1.63
3475,김민,2020,P,0,-0.16,0,0,3,3,0,1,42.2,31,29,32,6.54,7.38,7.53,7.65,6.26,1.76
3476,김주온,2020,P,0,-0.16,0,0,0,3,0,0,31,26,22,18,7.55,7.84,8.19,7.91,7.16,2.19
3477,전상현,2016,P,0,-0.16,0,0,0,2,0,1,13.1,12,8,11,8.1,8.78,8.78,9.02,6.72,2.03
3478,이용찬,2020,P,1,-0.17,0,0,1,3,0,0,26.2,25,6,15,8.44,8.44,8.15,8.36,6.41,1.76
3479,이준영,2016,P,0,-0.17,0,0,0,2,0,1,17.2,17,11,7,8.66,8.66,8.3,8.59,7.88,1.87
3480,박지훈,2017,P,0,-0.17,0,0,1,1,0,4,14,11,9,10,7.07,7.71,7.97,8.21,5.49,1.79
3481,장시환,2016,P,0,-0.17,0,0,3,12,6,3,75.1,53,43,67,6.33,7.41,7.47,7.22,5.1,1.81
3482,박치국,2019,P,0,-0.17,0,0,2,2,3,14,52,26,14,35,4.5,4.5,5.57,5.79,4.28,1.5
3483,강동호,2020,P,0,-0.18,0,0,1,0,0,0,11,9,6,8,7.36,7.36,8.06,7.59,7.11,1.73
3484,신정락,2019,P,0,-0.18,0,0,5,1,0,5,44.2,29,21,35,5.84,6.65,5.88,6.17,5.32,1.54
3485,유원상,2018,P,0,-0.18,0,0,1,4,0,5,47.1,34,17,30,6.46,7.04,7.41,7.4,5.39,1.69
3486,이현호,2020,P,0,-0.19,0,0,0,2,0,0,15.1,11,10,15,6.46,7.04,7.66,7.69,6.88,1.83
3487,변진수,2018,P,0,-0.19,0,0,0,0,0,0,10.2,12,2,8,10.13,10.13,8.23,9.12,6.45,1.69
3488,하영민,2018,P,0,-0.19,0,0,0,2,0,0,16.1,14,7,10,7.71,9.92,9.45,9.44,6.52,2.27
3489,유원상,2019,P,0,-0.19,0,0,0,3,1,0,20.2,12,9,14,5.23,6.53,7.73,7.08,4.77,1.45
3490,이민호,2018,P,0,-0.19,0,0,5,4,14,0,50,26,19,42,4.68,6.12,6.8,6.91,5.45,1.42
3491,라라,2016,P,1,-0.19,0,0,2,6,0,1,48.1,36,30,40,6.7,8.57,8.11,8.24,5.39,1.99
3492,김용주,2016,P,0,-0.19,0,0,0,2,0,0,15.2,17,15,12,9.77,10.34,9.39,9.28,6.81,2.17
3493,박치국,2017,P,0,-0.2,0,0,1,1,0,0,32,24,14,23,6.75,7.03,7.82,8.16,5.46,1.59
3494,마정길,2017,P,0,-0.2,0,0,0,0,0,0,10.1,12,4,7,10.45,10.45,10.45,10.23,7.47,1.74
3495,이정현,2019,P,0,-0.2,0,0,0,2,0,0,12,13,8,9,9.75,9.75,8.96,9.25,6.98,1.67
3496,박시영,2017,P,0,-0.2,0,0,2,3,0,5,57,41,32,52,6.47,7.11,7.59,7.31,6.53,1.61
3497,전유수,2017,P,0,-0.2,0,0,0,0,0,1,20.2,15,13,20,6.53,6.97,8.25,8.47,4.76,1.98
3498,벨레스터,2016,P,1,-0.21,0,0,0,3,0,0,12.1,11,12,5,8.03,10.22,10.22,10.31,7.21,2.59
3499,김현우,2017,P,0,-0.21,0,0,0,0,0,0,10.2,11,3,11,9.28,10.97,11.56,11.06,7.54,1.69
3500,킹엄,2020,P,1,-0.22,0,0,0,2,0,0,10.2,8,4,6,6.75,9.28,9.28,10.22,4.87,1.88
3501,이승현,2018,P,0,-0.22,0,0,1,1,0,2,17,15,7,14,7.94,7.94,9.5,8.89,6.73,1.76
3502,최동환,2019,P,0,-0.24,0,0,1,0,0,0,23,16,10,13,6.26,6.65,6.71,7.59,6.22,1.52
3503,박시영,2018,P,0,-0.24,0,0,0,0,0,0,26.1,25,14,19,8.54,9.23,8.94,8.82,7.02,1.86
3504,안우진,2018,P,0,-0.25,0,0,2,4,0,1,41.1,33,28,46,7.19,7.62,8.21,8.54,5.62,1.79
3505,최금강,2018,P,0,-0.25,0,0,0,1,0,1,37.1,35,22,18,8.44,8.68,8.22,8.42,7.68,1.96
3506,하준영,2018,P,0,-0.25,0,0,0,0,0,0,14.2,15,8,12,9.2,9.2,9.76,10.3,6.64,1.64
3507,박근홍,2017,P,0,-0.25,0,0,0,0,0,1,15.1,16,14,14,9.39,9.98,9.95,9.27,6.71,1.76
3508,김진우,2017,P,1,-0.26,0,0,2,6,0,0,36.1,32,23,21,7.93,8.17,7.41,7.49,6.79,2.06
3509,류희운,2017,P,1,-0.26,0,0,4,4,0,0,81,69,53,52,7.67,8,8.03,7.95,7.58,1.88
3510,황수범,2017,P,1,-0.26,0,0,1,2,0,0,31.1,28,19,26,8.04,9.77,9.12,8.76,6.87,2.04
3511,황덕균,2017,P,0,-0.26,0,0,0,1,0,0,15,16,3,5,9.6,9.6,9.18,9.24,7.37,1.93
3512,박주홍,2020,P,0,-0.26,0,0,0,5,0,0,24.2,23,16,19,8.39,8.76,8.57,8.54,6.49,1.86
3513,백인식,2018,P,0,-0.27,0,0,1,2,0,1,14.1,15,9,14,9.42,9.42,9.1,8.54,7.82,1.81
3514,백승건,2020,P,1,-0.28,0,0,0,5,0,0,29.1,26,31,28,7.98,8.9,8.53,8.28,7.94,2.32
3515,최성훈,2016,P,0,-0.28,0,0,2,1,0,4,22.2,18,11,8,7.15,8.74,7.66,8.47,5.25,2.03
3516,이원준,2020,P,0,-0.28,0,0,0,1,0,0,19.1,16,16,17,7.45,7.91,8.8,8.79,5.89,2.28
3517,조무근,2017,P,0,-0.29,0,0,0,0,0,3,14.2,12,3,9,7.36,7.98,9.42,9.07,5.14,1.64
3518,홍건희,2019,P,1,-0.29,0,0,2,9,0,0,81.2,65,33,52,7.16,7.71,7.24,7.08,5.33,1.78
3519,곽빈,2018,P,0,-0.29,0,0,3,1,1,4,31,26,17,26,7.55,7.55,7.87,7.79,6.55,1.97
3520,최성영,2017,P,0,-0.29,0,0,0,0,0,0,11.1,12,7,8,9.53,9.53,11.16,11.7,9.1,2.12
3521,한승혁,2016,P,0,-0.29,0,0,3,2,1,9,33.1,18,19,31,4.86,5.67,7.48,7.63,4.94,1.65
3522,이명우,2016,P,0,-0.29,0,0,2,3,0,6,33,34,18,25,9.27,10.09,8.78,8.45,5.65,1.79
3523,장현식,2018,P,0,-0.3,0,0,3,2,2,1,26.2,22,17,24,7.43,7.43,7.58,7.69,7.2,1.8
3524,김성배,2016,P,0,-0.3,0,0,0,1,1,5,37.1,25,19,27,6.03,6.27,7.56,7.63,5.77,2.09
3525,이현호,2016,P,0,-0.3,0,0,0,2,0,0,47,37,20,32,7.09,7.09,7.58,8.37,5.45,1.77
3526,장지수,2019,P,0,-0.31,0,0,0,0,0,0,16.1,14,7,6,7.71,8.82,9.97,9.44,6.06,1.84
3527,박세웅,2018,P,1,-0.31,0,0,1,5,0,0,49,54,29,40,9.92,9.92,9.41,8.87,6.82,2.29
3528,김종수,2020,P,0,-0.31,0,0,1,1,1,7,50,33,26,43,5.94,6.12,6.75,7,5.07,1.6
3529,김성민,2020,P,0,-0.32,0,0,1,0,0,0,23.2,17,12,21,6.46,7.23,8.73,8.7,4.99,1.69
3530,이상화,2016,P,0,-0.33,0,0,0,0,0,0,32.2,29,10,24,7.99,8.82,8.82,8.86,5.9,1.99
3531,박진형,2018,P,0,-0.33,0,0,3,2,0,1,13,9,8,11,6.23,8.31,9.03,8.86,5.29,2.38
3532,진해수,2018,P,0,-0.33,0,0,2,3,0,14,43.2,35,13,37,7.21,7.63,7.19,7.61,5.2,1.74
3533,송은범,2019,P,0,-0.33,0,0,2,6,1,9,60,35,23,36,5.25,5.7,5.96,5.97,4.64,1.72
3534,양훈,2016,P,1,-0.33,0,0,1,6,0,0,70.2,65,27,24,8.28,9.04,8.67,8.53,6.3,2.07
3535,이현호,2017,P,0,-0.33,0,0,1,0,0,0,30,19,14,19,5.7,8.1,8.51,9,6.45,2.07
3536,김진성,2018,P,0,-0.34,0,0,3,2,0,5,45.1,36,19,38,7.15,7.54,7.69,7.57,7.03,1.65
3537,박정수,2018,P,0,-0.34,0,0,0,0,0,0,13.1,17,5,16,11.48,12.15,10.87,10.36,4.99,1.65
3538,임정호,2016,P,0,-0.35,0,0,1,1,1,7,23.1,14,11,29,5.4,6.56,7.7,7.9,3.39,1.54
3539,채병용,2017,P,0,-0.35,0,0,6,4,0,6,50,38,15,43,6.84,7.2,7.25,7.11,5.01,1.54
3540,한기주,2016,P,0,-0.35,0,0,4,3,1,1,56.2,48,30,27,7.62,7.62,8.31,8.31,7.22,1.96
3541,배우열,2017,P,0,-0.35,0,0,0,2,0,3,34.1,33,9,33,8.65,8.65,8.7,8.24,5.4,1.95
3542,김세현,2020,P,0,-0.36,0,0,2,0,1,7,42,27,22,35,5.79,6,7.35,7.06,5.59,1.57
3543,권혁,2017,P,0,-0.37,0,0,1,3,0,11,31.1,22,9,17,6.32,6.61,7.34,7.51,6.51,1.53
3544,김지용,2018,P,0,-0.37,0,0,5,6,1,13,47,28,9,42,5.36,5.74,6.83,7.28,5.3,1.3
3545,임대한,2017,P,0,-0.39,0,0,0,0,0,0,14,14,15,13,9,10.93,11.93,11.28,7.76,2.93
3546,정성곤,2017,P,1,-0.39,0,0,3,12,0,0,107.2,97,41,72,8.11,8.28,8.06,7.96,6.1,1.78
3547,김주한,2020,P,0,-0.4,0,0,1,7,0,0,46,38,20,22,7.43,8.41,8.21,7.84,6.5,1.74
3548,이상규,2020,P,0,-0.4,0,0,2,3,4,1,31,23,21,18,6.68,6.68,7.24,7.72,6.28,2.13
3549,권오준,2020,P,0,-0.4,0,0,0,2,0,1,16,15,3,10,8.44,10.13,10.8,10.02,5.25,1.56
3550,김범수,2017,P,0,-0.43,0,0,0,4,0,0,31,30,24,16,8.71,8.71,8.93,9.45,8.3,2.16
3551,박시영,2020,P,0,-0.43,0,0,1,1,0,1,30.1,27,23,21,8.01,8.01,8.68,8.4,6.68,1.81
3552,김대현,2018,P,1,-0.43,0,0,2,10,0,0,105,88,48,64,7.54,8.14,7.85,8.26,6.21,1.84
3553,홍건희,2018,P,0,-0.44,0,0,0,1,0,0,16.2,19,7,13,10.26,10.8,12.18,12.3,6.56,2.34
3554,양승철,2020,P,0,-0.44,0,0,0,0,0,0,28.2,25,24,13,7.85,8.16,8.27,8.51,7.44,2.27
3555,홍성무,2020,P,0,-0.44,0,0,0,0,1,0,15,21,13,12,12.6,13.2,12.69,12.16,7.27,2.27
3556,이동현,2018,P,0,-0.46,0,0,2,1,0,4,36.1,32,7,23,7.93,8.67,8.05,8.76,5.58,1.54
3557,박정배,2019,P,0,-0.46,0,0,1,1,0,1,19.2,22,2,9,10.07,10.07,9.04,8.61,5.72,1.58
3558,윤근영,2018,P,0,-0.46,0,0,1,0,0,0,16.2,18,10,17,9.72,10.26,9.88,9.87,5.8,2.16
3559,하재훈,2020,P,0,-0.49,0,0,1,1,4,0,13,11,8,10,7.62,9,8.76,8.68,5.81,2.08
3560,김현준,2020,P,0,-0.49,0,0,1,0,0,1,14.1,20,13,12,12.56,12.56,12.15,11.47,6.37,2.3
3561,이승진,2019,P,0,-0.49,0,0,0,0,0,1,19,17,12,14,8.05,8.05,9.12,8.94,5.97,1.74
3562,이보근,2019,P,0,-0.5,0,0,0,2,0,3,16.2,18,4,12,9.72,9.72,8.78,9.04,3.47,1.98
