Rank,Name,Year,Position,Binary_SP,WAR_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,4구_z,삼진_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
116,김현욱,1999,P,0,0.677550625,-0.372272808,-0.287479787,0.382649028,-0.06067546,-0.194154342,0,0.309317173,-0.028811806,-0.025102187,0.015454518,-0.785586449,-0.700442398,-0.700442398,-0.792285396,-0.412237962,-0.629081978
117,김기덕,1998,P,0,0.692318575,0.158580695,-0.359146751,1.507662779,1.503538714,0.126692719,0,0.94166939,0.752165191,-0.169632988,0.662107943,-0.528906991,-0.443470926,-0.443470926,-0.447658373,-0.827578191,-0.695958119
118,위재영,1997,P,1,0.868252025,-0.43446246,-0.299275295,0.167637661,0.984078275,-0.381741456,0,0.663037809,0.291509706,0.690212398,0.61602249,-0.665777893,-0.708238167,-0.708203168,-0.659246451,-0.344221383,-0.312546421
119,강병규,1998,P,1,0.686372924,0.83254865,-0.359146751,0.035061925,1.261262334,-0.21337721,0,0.868783932,0.752165191,0.495850274,0.329095072,-0.457794511,-0.624020172,-0.624020172,-0.51206965,-0.436777379,-0.051786357
120,김영수,2000,P,0,0.79747464,1.74360931,3.028992695,0.635823727,-0.048795025,-0.195389549,-0.122635426,0.53622562,0.18758632,0.62881542,0.47828242,-0.708412031,-0.842374823,-0.842374823,-0.826042433,-0.384179231,-0.819644073
121,곽채진,1999,P,0,0.650520085,-0.372272808,-0.287479787,0.815364285,0.755072385,0.972148692,0,0.607049663,0.629698025,0.421569087,1.077427967,-0.424517325,-0.567445211,-0.567445211,-0.652753989,-0.960019172,-0.888873512
122,조규제,1997,P,0,0.835753333,-0.43446246,-0.299275295,-0.059166233,0.460147712,3.856905051,0,0.009565874,-0.436209893,-0.305899946,0.61602249,-0.841740551,-1.046466447,-1.046435699,-1.039127191,-1.655505678,-1.023581801
123,조웅천,1997,P,0,0.816254117,-0.43446246,-0.299275295,0.621245448,-0.587713414,0.223779474,0,0.295701514,-0.242151333,0.165942743,0.355476016,-0.872792785,-0.930358232,-0.930326024,-0.881254676,-0.948774532,-0.952478263
124,마일영,2000,P,0,0.753673564,-0.411807224,-0.32745867,0.178476836,0.251294379,-0.043282495,0.981083409,0.354983745,-0.151724229,1.264388022,0.160817252,-0.956211287,-0.959236855,-0.959236855,-0.865808859,-0.138147083,0.065061496
125,구대성,1997,P,0,0.816254117,-0.43446246,-0.299275295,0.848049342,0.984078275,3.402764354,0,0.492903104,0.097451146,0.637785432,2.179301336,-0.707180872,-0.829394566,-0.82936109,-0.752983257,-1.93649517,-1.343547722
126,박충식,1997,P,1,0.809754379,1.537768443,-0.299275295,1.982068812,0.460147712,-0.078980991,0,1.80758037,2.329124584,0.008661846,1.085006144,-0.106837685,-0.087311622,-0.087268822,-0.18069539,-0.395310381,-0.774719418
127,이경필,1997,P,1,0.796754902,0.880358142,-0.299275295,0.621245448,1.246043557,0.223779474,0,0.956906845,0.825170746,1.424189915,0.642077138,-0.469113746,-0.536599935,-0.53656278,-0.432304711,-0.318676884,0.114074807
128,송유석,1998,P,0,0.615025114,-0.51538726,-0.359146751,-0.385681176,-0.43467233,0.126692719,0,0.085265267,-0.359060149,-0.527970129,-0.336930669,-0.88446939,-1.056048727,-1.056048727,-0.956507459,-0.208810238,-0.653013335
129,김진웅,1998,P,0,0.597188162,-0.51538726,-0.359146751,-0.385681176,-0.192395949,-0.383412175,0,-0.184410925,-0.497963316,0.649423334,-0.092721231,-0.755173972,-1.049600539,-1.049600539,-1.136859034,0.203701731,-0.051786357
130,차명석,1999,P,0,0.56402236,-0.372272808,-0.287479787,0.599006657,-0.604507356,-0.027539623,0,-0.167794518,-0.609849892,-0.561107717,-0.215409275,-1.015768016,-1.112304655,-1.112304655,-1.033294189,-0.771974876,-0.83114206
131,성영재,1998,P,1,0.573405559,1.506516605,1.233591015,0.455805026,1.018985953,-0.21337721,0,0.996333483,0.798466247,0.188704153,0.373496788,-0.535371762,-0.33385174,-0.33385174,-0.34460033,0.030012481,-0.481234198
132,손혁,1998,P,1,0.561514257,-0.51538726,-0.359146751,1.297291229,0.776709573,-0.383412175,0,1.034598348,0.98367047,0.495850274,0.639907085,-0.412541115,-0.424126364,-0.424126364,-0.299512437,0.040868059,-0.653013335
133,박명환,1997,P,1,0.679759609,0.880358142,-0.299275295,0.848049342,2.031939401,-0.381741456,0,1.498244543,1.649919625,2.420302259,1.970864157,-0.293151088,-0.334672603,-0.334632911,-0.230030551,-0.744418538,-0.099235807
134,임창용,1996,P,0,0.583486286,-0.509840594,-0.425546406,0.603302573,0.821878219,-0.444871699,0,0.668930683,0.497910836,0.555446934,0.60255168,-0.555622322,-0.497755551,-0.497714206,-0.580501193,-0.543283131,-0.933978788
135,곽채진,1998,P,0,0.502057749,-0.51538726,-0.359146751,0.455805026,-0.43467233,0.466762648,0,0.451514689,0.335455689,0.854187414,0.861915665,-0.45132974,-0.437022738,-0.437022738,-0.557157543,0.203701731,-0.695958119
136,위재영,1999,P,1,0.493742958,-0.372272808,-0.287479787,0.382649028,1.026988334,-0.360769061,0,0.736498571,0.436018663,1.404245891,1.054341588,-0.726912716,-0.593186602,-0.593186602,-0.572417724,-0.248721183,0.179158349
137,염종석,1997,P,1,0.660260393,0.222947841,-0.299275295,0.394441555,1.246043557,-0.381741456,0,1.09224127,1.116258585,0.952347225,0.537858548,-0.355255556,-0.29933532,-0.299295184,-0.378036034,0.081520272,-0.419201728
138,이승호,2000,P,0,0.59724115,0.665901043,-0.32745867,1.321844063,2.351920209,1.021466884,-0.490541704,1.293775931,1.332759421,1.899960624,1.870245079,-0.273252362,-0.291453817,-0.291453817,-0.337483481,-0.788941797,-0.25664962
139,최향남,1999,P,1,0.472118526,-0.372272808,-0.287479787,0.815364285,0.211240489,-0.360769061,0,0.309317173,0.087395811,0.19823345,0.754218657,-0.654698891,-0.786247035,-0.786247035,-0.695036233,-1.099008434,-0.97547069
140,조계현,2000,P,1,0.565954667,-0.411807224,-0.32745867,0.635823727,-0.348884429,-0.347496604,-0.490541704,0.271490296,-0.066896592,-0.251208183,-0.058966326,-0.738631453,-0.803420813,-0.803420813,-0.712424072,-0.590528774,-1.181569078
141,전준호,1996,P,0,0.524338645,-0.02549203,-0.425546406,0.382156292,0.526313181,-0.220467391,0,1.104471641,1.010664542,1.407298285,0.60255168,-0.48785823,-0.451584573,-0.451542366,-0.416514442,-0.29377172,-0.26944187
142,김상진,2000,P,1,0.528410888,1.74360931,-0.32745867,1.779190954,0.551383783,-0.347496604,-0.122635426,0.271490296,-0.024482773,-0.006757182,0.18523765,-0.67819261,-0.630910194,-0.630910194,-0.735147744,-0.534973128,-0.497932957
143,정명원,1999,P,0,0.423463556,-0.372272808,-0.287479787,0.1662914,-0.06067546,0.805533973,0,0.144732133,-0.145019423,0.153566322,-0.05380462,-0.744966172,-0.82056889,-0.82056889,-0.79651362,-0.305952056,-0.196096089
144,이승호,2000,P,0,0.522153591,0.665901043,3.028992695,0.407150281,0.551383783,0.413038668,-0.122635426,-0.233543244,-0.660690052,0.335474219,-0.083386723,-1.065001205,-1.192960918,-1.192960918,-1.127131089,-0.098464479,-0.538146846
145,파라,1998,P,0,0.412872987,-0.51538726,-0.359146751,0.455805026,0.776709573,2.847252152,0,0.161794997,0.057649354,0.495850274,-0.092721231,-0.431935428,-0.546641924,-0.546641924,-0.660215586,-0.143676769,-0.610068551
146,최정환,1996,P,0,0.465191005,-0.509840594,-0.425546406,0.382156292,-0.360381932,-0.220467391,0,-0.579132064,-1.194176395,-0.750725138,-0.608453264,-1.572083699,-1.657801392,-1.657781678,-1.637933,-1.023823627,-1.487759554
147,신재웅,1997,P,1,0.536765361,0.880358142,3.524797922,0.394441555,0.722112994,-0.381741456,0,1.12704155,1.019229305,1.843605639,1.111060792,-0.443236885,-0.39020262,-0.390163625,-0.308966808,0.413598762,-0.383649959
148,조규수,2000,P,1,0.472095219,1.74360931,3.028992695,1.321844063,2.351920209,-0.347496604,-0.490541704,1.902667176,2.393104885,1.753290024,1.210894346,0.05311739,0.025743127,0.025743127,0.003371602,0.171377232,-0.21643573
149,김용수,1996,P,0,0.441531948,0.458856534,0.851092812,2.593619102,0.821878219,1.574767077,0,0.961731327,0.497910836,0.441866754,0.916515925,-0.802037201,-0.486212807,-0.486171246,-0.405205011,-1.236370385,-0.601710329
150,최향남,2000,P,1,0.428294143,1.74360931,-0.32745867,-0.05019661,0.851473188,0.413038668,-0.490541704,0.047483484,-0.363793322,-0.153427783,0.600384407,-0.907860213,-0.870199116,-0.870199116,-0.780595089,-1.273069571,-0.497932957
151,최정환,1997,P,0,0.471767976,-0.43446246,-0.299275295,0.394441555,0.460147712,-0.230361223,0,0.605037342,0.631112186,0.480504536,0.329421368,-0.313852577,-0.405347169,-0.405308365,-0.422437679,-0.497488378,-0.596960573
152,박명환,1996,P,1,0.4001286,1.911902226,3.404371247,0.603302573,2.299703407,-0.444871699,0,1.966403538,2.44637492,2.827050537,1.970538747,-0.173679259,-0.261129285,-0.261083528,-0.167706958,-0.182877759,-0.601710329
153,김진웅,1999,P,1,0.304529183,1.20825385,-0.287479787,1.46443717,2.386568075,-0.360769061,0,1.755446408,2.372812283,2.47625695,2.070142278,-0.140175389,-0.065488084,-0.065488084,-0.200333973,-0.346831251,-0.138364637
154,박장희,2000,P,1,0.378235771,-0.411807224,-0.32745867,1.093170618,-0.348884429,-0.347496604,-0.490541704,0.477169279,0.18758632,-0.055647382,0.038715264,-0.641929304,-0.580826467,-0.580826467,-0.462463678,-0.566719212,-0.457719067
155,가내영,1996,P,0,0.352810488,-0.509840594,-0.425546406,0.824448854,0.526313181,0.901554151,0,1.014801444,0.959389172,0.157916303,0.938941943,-0.45705637,-0.376556732,-0.376513127,-0.337348425,-0.829759196,-1.155491095
156,강태원,1996,P,0,0.329151431,-0.509840594,-0.425546406,-0.060136269,-0.360381932,-0.444871699,0,0.061369346,-0.322495094,-0.069244057,0.154031331,-0.826678689,-0.61895437,-0.618915285,-0.693595504,-0.931411993,-0.675547764
157,김태원,1996,P,1,0.329151431,0.943205098,-0.425546406,1.045595135,2.299703407,-0.444871699,0,1.437532374,1.779795102,1.066557745,0.78195982,-0.204481119,-0.284214775,-0.284169447,-0.201635252,0.103598305,-0.712466482
158,박부성,1996,P,0,0.329151431,-0.509840594,-0.425546406,0.382156292,0.821878219,-0.220467391,0,0.211429676,0.395360095,0.271496483,-0.272063002,-0.130556655,-0.359242615,-0.359198687,-0.478716313,-0.025777982,-0.011010846
159,강태원,1997,P,0,0.374271899,-0.43446246,-0.299275295,-0.739577915,-0.325748133,-0.078980991,0,-0.127701899,-0.436209893,-0.043765119,-0.269835523,-0.686479382,-0.703189984,-0.703154922,-0.743116225,-0.046202225,-0.774719418
160,이상훈,1996,P,0,0.305492375,-0.509840594,-0.425546406,-0.502428831,-0.360381932,-0.220467391,0,-0.028300852,-0.168668982,-0.353194508,-0.361767072,-0.506339346,-0.630497115,-0.630458245,-0.682286073,-0.062742636,-0.601710329
161,이혜천,1999,P,0,0.245061996,0.417990521,2.874797873,0.815364285,-0.06067546,-0.360769061,0,0.790127405,0.823377387,1.761582911,1.008168829,-0.429030689,-0.412996864,-0.412996864,-0.314496033,-0.387710445,0.092561171
162,김태석,1997,P,0,0.354772683,0.222947841,-0.299275295,0.167637661,1.508008838,-0.230361223,0,0.628237529,0.825170746,0.742639363,0.016765599,-0.174117525,-0.274094404,-0.27405395,-0.348434937,0.456172927,-0.170339345
163,차명주,1999,P,0,0.234249781,-0.372272808,-0.287479787,-0.699139113,-0.604507356,-0.194154342,0,-0.003209477,-0.299962913,0.242900577,0.130886415,-0.767532993,-0.730474021,-0.730474021,-0.640069316,-1.148063467,0.034829719
164,문동환,2000,P,1,0.296890916,0.665901043,-0.32745867,0.635823727,-0.348884429,-0.347496604,-0.490541704,-0.07470205,-0.321379503,-0.348988583,0.063135662,-0.654017073,-0.753337085,-0.753337085,-0.774914171,-0.99529134,-0.699002404
165,스트롱,1998,P,0,0.186938256,-0.51538726,-0.359146751,0.245433476,0.049880431,4.207531869,0,-0.516039756,-0.868371763,-0.067250948,-0.114922089,-0.897398932,-1.094737851,-1.094737851,-1.066006629,-1.01212302,0.935943677
166,기론,2000,P,1,0.278119026,-0.411807224,-0.32745867,1.321844063,1.151562592,-0.347496604,-0.490541704,1.90063075,2.350691066,2.633313627,1.919085874,0.028941852,0.003483692,0.003483692,-0.007990234,-0.082591437,0.386772612
167,박상근,1996,P,0,0.264089027,-0.02549203,0.851092812,-0.723575112,-1.247077045,-0.220467391,0,-0.339401536,-0.732698059,0.612237024,-0.272063002,-0.949886129,-1.097978275,-1.097948122,-1.01591429,-0.081224962,-0.454035458
168,김해님,1999,P,0,0.196407026,-0.372272808,-0.287479787,-0.266423856,0.211240489,0.139075096,0,0.292673742,0.319811046,0.287567705,0.361750208,-0.379383684,-0.434448023,-0.434448023,-0.432886318,-0.175138633,-0.427021897
169,이원식,1997,P,0,0.302774775,-0.43446246,-0.299275295,0.167637661,-0.325748133,-0.230361223,0,-0.032967802,-0.242151333,-0.043765119,-0.29589017,-0.541568958,-0.571937218,-0.571900507,-0.619778323,0.030431273,-0.916926494
170,김유봉,2000,P,0,0.25308984,-0.411807224,-0.32745867,0.407150281,-0.648973833,-0.043282495,1.716895965,-0.559371335,-1.0000006,-0.397878783,-0.425272289,-1.324888229,-1.198525777,-1.198525777,-1.132812008,-0.701640067,-0.538146846
171,성준,1997,P,1,0.296275037,-0.43446246,-0.299275295,0.621245448,0.722112994,-0.381741456,0,0.241567745,-0.048092774,0.323223639,-0.139562285,-0.629550287,-0.279142587,-0.279102197,-0.363235485,-0.054717058,0.0074195
172,최창호,1996,P,1,0.246344735,-0.02549203,0.851092812,0.824448854,1.413008294,-0.444871699,0,1.142901726,1.472142878,1.861619006,1.028646012,-0.167518887,-0.266900658,-0.266855008,-0.229908829,0.011186671,-0.41711674
173,파머,2000,P,1,0.246832543,0.665901043,-0.32745867,1.321844063,1.451651996,-0.347496604,-0.122635426,1.558511255,1.629656151,2.633313627,0.893429178,-0.255120709,-0.096683764,-0.096683764,0.03745711,-0.074654916,0.386772612
174,한태균,2000,P,0,0.221803357,-0.411807224,-0.32745867,0.407150281,0.851473188,-0.347496604,0.245270852,0.538262046,0.526896868,0.48214482,0.258498842,-0.285340131,-0.35823212,-0.35823212,-0.240907874,-0.534973128,-0.095794062
175,김상진,1998,P,1,0.127481748,0.158580695,-0.359146751,0.245433476,1.503538714,-0.21337721,0,0.631906196,0.65956308,0.598232314,0.218090782,-0.30264001,-0.069476058,-0.069476058,-0.183572139,-0.208810238,-0.18062071
176,강병규,1997,P,0,0.257276606,-0.43446246,-0.299275295,0.394441555,0.19818243,-0.078980991,0,0.508369896,0.340024346,0.42807757,0.094929542,-0.489815235,-0.395250803,-0.395211872,-0.284299228,-0.701844373,-0.099235807
177,김상진,1998,P,1,0.115590447,1.506516605,2.826328782,0.666176577,0.776709573,-0.383412175,0,0.999977756,1.029971526,0.495850274,0.839714807,-0.341428635,-0.185543431,-0.185543431,-0.054749585,-0.491055269,-0.223565494
178,박진철,1999,P,1,0.142345947,-0.372272808,-0.287479787,-0.266423856,0.755072385,-0.360769061,0,0.699513169,0.939585004,0.37690196,0.31557745,-0.23044267,-0.185614576,-0.185614576,-0.293354911,-0.526699707,-0.109498911
179,최재호,1997,P,0,0.224777913,-0.43446246,-0.299275295,-0.512774021,-0.325748133,0.072399242,0,-0.009767615,-0.096607413,0.165942743,0.016765599,-0.396658534,-0.37505807,-0.375018885,-0.452038775,-0.22501372,0.220730113
180,최창양,1996,P,1,0.175367566,1.911902226,0.851092812,0.382156292,1.708573331,-0.444871699,0,0.884871158,1.164490654,2.599890177,0.69225575,-0.161358515,-0.07644537,-0.076396169,-0.150742812,-0.219842413,0.099745307
181,전승남,2000,P,0,0.171744985,-0.411807224,-0.32745867,-0.964890392,-1.249152642,-0.043282495,0.61317713,-0.724321806,-1.127242056,-0.935670985,-0.645055866,-1.379283188,-1.437814699,-1.437814699,-1.38845332,-1.1698948,-1.422852415
182,박지철,2000,P,1,0.171744985,-0.411807224,-0.32745867,0.407150281,1.451651996,-0.347496604,-0.122635426,0.682848261,0.738965961,0.286584019,0.77132719,-0.218857404,-0.219110654,-0.219110654,-0.229546038,-0.82068788,-1.02071352
183,정원욱,1999,P,0,0.120721516,-0.372272808,-0.287479787,0.1662914,-0.06067546,0.305689815,0,-0.225121892,-0.338698785,-0.293104952,0.130886415,-0.492217785,-0.550284283,-0.550284283,-0.5681895,-0.052501048,-0.946604964
184,성영재,2000,P,1,0.159230392,0.665901043,3.028992695,0.635823727,0.851473188,-0.347496604,0.245270852,0.723576772,0.908621235,0.57992522,0.453862022,-0.073804181,-0.180156644,-0.180156644,-0.263631546,0.306298087,0.346558722
185,한용덕,2000,P,0,0.159230392,2.821317577,-0.32745867,0.635823727,2.652009613,-0.347496604,0.981083409,1.11049763,1.247931784,0.384364419,0.722486395,-0.170506329,0.05356742,0.05356742,0.031776192,-0.161956646,-0.699002404
186,오상민,2000,P,0,0.146715799,-0.411807224,-0.32745867,0.635823727,-0.648973833,0.108824559,0.245270852,0.49956996,0.611724505,0.922156621,0.38060083,-0.134243023,-0.213545795,-0.213545795,-0.263631546,0.901537154,0.225917054
187,박장희,1999,P,0,0.093690977,-0.372272808,-0.287479787,0.382649028,0.755072385,0.472304535,0,0.754991272,0.862113259,-0.025102187,0.361750208,-0.361330228,-0.284289909,-0.284289909,-0.26375734,-0.58393058,-0.253827541
188,장문석,1999,P,0,0.088284869,0.417990521,2.874797873,-0.050066228,-0.332591408,0.305689815,0,-0.263956564,-0.493642275,0.37690196,-0.076890999,-0.677265712,-0.786247035,-0.786247035,-0.695036233,-0.58393058,-0.167230363
189,오철민,1999,P,1,0.088284869,-0.372272808,-0.287479787,0.382649028,0.483156437,-0.194154342,0,1.145187268,1.481887218,1.493580146,0.731132277,-0.234956034,-0.035456462,-0.035456462,-0.14959528,-0.289600378,0.236889801
190,최상덕,1998,P,1,0.038296986,-0.51538726,-0.359146751,0.666176577,-0.67694871,-0.21337721,0,0.196415589,0.381756745,-0.067250948,-0.070520373,-0.056978716,-0.172647056,-0.172647056,-0.280189054,0.464235606,-0.008841573
191,김상진,1996,P,1,0.116219925,-0.02549203,-0.425546406,1.045595135,0.230748143,-0.444871699,0,0.833631045,1.420867507,1.350508195,0.288587436,0.10353748,-0.070673998,-0.070624689,-0.173361674,0.482486004,-0.121766999
192,이용훈,2000,P,1,0.115429316,-0.411807224,-0.32745867,1.093170618,0.851473188,-0.347496604,0.245270852,1.28970308,2.053794337,1.997741025,1.381837128,0.403662679,0.120345724,0.120345724,-0.002309316,0.361853733,0.306344833
193,최용호,2000,P,1,0.109172019,-0.411807224,-0.32745867,0.864497172,-0.048795025,-0.347496604,-0.490541704,0.923146478,1.247931784,1.997741025,0.991110768,0.059161274,-0.15233235,-0.15233235,-0.025032988,-0.042908832,0.54762817
194,최재호,1998,P,0,0.026405684,-0.51538726,-0.359146751,-0.596052727,-0.67694871,-0.21337721,0,-0.424932934,-0.636866484,-0.425588089,-0.470135817,-0.587089929,-0.60467561,-0.60467561,-0.718185735,-0.187099082,-0.352399846
195,가르시아,2000,P,1,0.096657426,-0.411807224,-0.32745867,-0.507543501,0.251294379,-0.347496604,-0.122635426,-0.416821545,-0.872759145,-0.544549384,-0.522953879,-1.240273849,-0.714383074,-0.714383074,-0.814680597,-0.860370485,-1.221782968
196,박보현,1999,P,0,0.045036006,0.417990521,-0.287479787,0.1662914,0.483156437,-0.360769061,0,0.494244185,0.55222628,0.242900577,0.107800036,-0.370356956,-0.215646199,-0.215646199,-0.238387993,0.217301637,-0.427021897
197,임창식,1997,P,1,0.114282359,-0.43446246,-0.299275295,0.167637661,-1.111643977,-0.381741456,0,-0.338436931,-0.436209893,-0.410753877,-0.686709882,-0.391483162,-0.607274501,-0.607238234,-0.614844807,-0.012142892,-0.845822956
198,강상수,1998,P,0,-0.015213871,-0.51538726,-0.359146751,-0.175309625,0.776709573,0.466762648,0,0.449692553,0.798466247,0.649423334,0.573304511,0.078781473,-0.011442372,-0.011442372,-0.067631841,0.355679825,-0.524178982
