Rank,Name,Year,Position,Binary_SP,WAR_z,경기_z,경기(선발)_z,경기(구원)_z,경기(마무리)_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,실점_z,rRA_z,상대 타자 수_z,피안타_z,피홈런_z,4구_z,몸에 맞는 공_z,고의사구_z,삼진_z,보크_z,폭투_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
2132,이우선,2011,P,0,0.265009182,0.216174942,-0.808839597,0.54476161,1.950866222,-0.308944476,-0.222541102,-1.007861001,-1.147408432,-0.362827424,-0.571221354,-0.389705531,-0.59618463,-0.68049511,-0.68049511,-0.453292087,-0.457096415,-0.123900058,-0.760951987,-0.226538412,-0.77179519,-0.450108912,-0.423976475,-0.537931218,-0.663293524,-0.884342388,-0.884187028,-0.906276416,-0.143999641,-0.904934304
2133,전병두,2011,P,0,0.257498346,1.198122135,-0.398680634,1.117669829,0.305261441,-0.308944476,-0.222541102,-0.230202417,-0.250018958,0.20250833,0.915063334,0.511972511,0.352612762,0.394308576,0.394308576,0.497726438,-0.026963553,0.522954792,1.442050987,2.442133865,1.652124078,0.983327512,-0.423976475,1.81991683,-0.358998032,-0.290252963,-0.290138607,-0.234035035,0.177284573,-0.429543605
2134,정찬헌,2014,P,0,0.149407365,1.142601651,-0.74933684,1.229917979,1.643895426,-0.354613217,-0.183202005,-0.697164518,-0.220178264,0.23515219,0.863807334,-0.275194303,-0.453137667,-0.55007582,-0.627917795,-0.266318493,-0.314524304,-0.424003026,-0.029607993,0.372200426,7.616754888,-0.222889875,-0.342207314,-0.133272336,-0.574139737,-0.825001884,-0.991805117,-0.940573548,-0.370617593,-0.110878473
2135,오현택,2013,P,0,0.194646447,2.172309829,-0.766833104,2.062390612,0.909820801,-0.305142991,-0.205581405,0.308314461,-0.246037146,0.43692616,0.74837734,0.094290792,-0.45335576,-0.483653902,-0.261621263,0.016847769,-0.076910204,0.154810516,-0.484694034,0.844471551,1.790180863,0.308096794,-0.53428938,-0.737142763,-1.031967667,-1.150045806,-0.799702192,-0.672547,-0.944509727,-1.141816835
2136,이정훈,2013,P,0,0.188248185,1.501193093,-0.766833104,1.539681267,0.065346245,-0.305142991,-0.205581405,0.308314461,-0.555160739,-0.156405438,1.515007786,0.012908778,-0.409683875,-0.40372459,-0.175488395,-0.085955408,0.003415196,-0.066132648,-0.234166527,-0.648161531,-0.732086742,-0.550485741,-0.53428938,-0.737142763,-0.871501625,-0.914135233,-0.531688371,-0.719645226,0.326189803,-0.484623903
2137,임정우,2015,P,0,0.127569133,1.191306406,0.33411065,0.820744648,1.136953474,-0.273897704,-0.209678417,0.529650303,1.590511299,0.690722495,0.068436886,0.857145717,1.063608528,0.994328606,1.001048401,0.978636442,1.024454039,0.03064184,1.228065328,2.266091524,1.980821162,1.024859481,1.17160586,1.160322812,-0.153820531,-0.224595517,-0.323077053,-0.165886863,-0.544818591,0.028724092
2138,최대성,2014,P,0,0.125445807,0.576114118,-0.74933684,0.785054029,1.541403168,-0.354613217,-0.183202005,-0.439516761,-0.553715635,-0.307234017,-0.374663422,-0.429201603,-0.992187201,-0.892041691,-0.871444848,-0.473308446,-0.631639417,-1.163290354,-0.145762425,-0.2899701,-0.615797295,-0.168413596,-0.342207314,2.01311371,-1.571750472,-1.364426193,-1.26980396,-1.401564493,-1.155035121,-0.536626122
2139,고든,2011,P,1,0.219944169,-1.072630749,0.524177033,-1.078478347,-0.870170545,-0.308944476,-0.222541102,0.547456168,0.049110867,-0.362827424,-0.571221354,0.14120952,0.020533675,-0.035612898,-0.035612898,0.084240122,-0.005456909,-0.555136625,-0.446237276,0.107045623,-0.77179519,0.514704066,-0.423976475,-0.874766653,-0.35223591,-0.44825547,-0.448130208,-0.39258253,-1.410237429,-1.051208365
2140,우규민,2012,P,0,0.199700069,1.67108047,-0.473641826,1.52385317,0.689309762,-0.344451711,-0.234136395,0.054363441,0.084446502,-0.156664726,1.040474577,0.47911059,0.27869634,0.468025616,0.468025616,0.503673833,0.652890811,-0.638493666,-0.173248787,1.853416416,5.206789389,0.233516652,1.323582377,-0.396054653,-0.514157394,-0.261543344,-0.261543344,-0.186519873,-0.856203607,-0.376327952
2141,임정호,2015,P,0,0.110617716,2.597860869,-0.739484468,2.453594526,-0.45556782,-0.273897704,-0.209678417,-0.659232206,-0.530704879,-0.298266532,2.326854126,-0.374214229,-0.713475137,-0.738259961,-0.778878583,-0.454109673,-0.815753278,-0.908489135,0.000564758,0.109056447,-0.064944956,-0.028867536,-0.387785038,-0.247257493,-0.973688652,-1.095941886,-1.206267262,-1.141301615,-1.107590536,-1.206583845
2142,이동현,2012,P,0,0.185829175,1.305405581,-0.771401247,1.381840357,-0.031022723,-0.344451711,-0.234136395,-0.473738561,-0.553593735,-0.301606241,0.505822653,-0.238478033,-0.48856484,-0.509080494,-0.509080494,-0.288035386,-0.464136715,-0.907333105,-0.443453317,-1.175397594,-0.743827056,0.207117429,-0.39077194,-1.048944748,-0.68644808,-0.720435713,-0.720435713,-0.662002332,-1.581201291,-1.054216714
2143,니퍼트,2015,P,1,0.104967243,-0.648034047,0.822108431,-0.900367386,-0.774072079,-0.273897704,-0.209678417,0.529650303,0.378387769,-0.298266532,-0.547495089,0.473607373,0.640493369,0.570806956,0.515613769,0.516920917,0.644411224,-0.595445477,0.320782298,-0.130614117,-0.746866996,0.486287895,-0.387785038,0.034258568,-0.120582634,-0.208459473,-0.378276441,-0.221624849,-1.099314478,-0.198832634
2144,변진수,2012,P,0,0.178893728,0.025543467,-0.771401247,0.387750669,-0.236832004,-0.344451711,-0.234136395,0.054363441,-1.191633972,-0.156664726,-0.207046578,-0.736803466,-1.153524529,-1.160484567,-1.160484567,-0.830236245,-1.054264465,-1.176172543,-0.821739659,-0.165792924,0,-0.796053024,-0.39077194,-0.7224997,-1.492522362,-1.563650441,-1.563650441,-1.532765388,-0.557142062,-1.935472104
2145,박정배,2013,P,0,0.137062089,0.403002072,-0.766833104,0.684338703,-0.040213074,-0.305142991,-0.205581405,0.308314461,-0.555160739,-0.304738338,2.089980621,-0.384076656,-1.021090267,-0.963229779,-0.735352039,-0.422402166,-0.578943951,-0.508018975,-0.234166527,-0.15061717,0.949424994,0.021902616,-0.53428938,-0.432760779,-1.593598814,-1.578974121,-0.917628273,-0.955136355,-1.031395165,-0.61606249
2146,저마노,2015,P,1,0.076714881,-0.91852529,0.626909319,-1.032760619,-0.774072079,-0.273897704,-0.209678417,-0.183679202,0.681418651,-0.298266532,-0.34218443,0.195037418,0.259689727,0.262791211,0.272896453,0.245603546,0.784426998,-0.12587999,-0.639870322,-0.370284681,-0.746866996,-0.356693719,-0.387785038,-0.810289614,-0.214756675,-0.208459473,-0.267877665,-0.232772446,-0.428953779,0.19126461
2147,정현욱,2012,P,0,0.151151942,1.42729721,-0.672148107,1.429177961,1.203832965,-0.344451711,-0.234136395,-0.473738561,0.40346662,-0.301606241,-0.02882927,-0.118879929,-0.335112604,-0.276436182,-0.276436182,-0.168079444,-0.16907284,-0.907333105,-0.281330599,-1.175397594,0,-0.004076351,-0.39077194,-0.069609606,-0.600302737,-0.485253374,-0.485253374,-0.501598611,-1.091827854,-0.511905705
2148,밴와트,2015,P,1,0.071064408,-1.080820035,0.431710206,-1.076891697,-0.774072079,-0.273897704,-0.209678417,0.291873801,-0.227673996,-0.298266532,-0.547495089,-0.210705777,-0.290359979,-0.391742247,-0.414802609,-0.239911749,-0.035665394,-0.438923648,-0.746609502,-0.609955245,-0.746866996,-0.12253216,1.17160586,-0.528773553,-0.380946159,-0.622617933,-0.692912953,-0.634085944,-1.124142652,-0.361373152
2149,문성현,2013,P,1,0.124265565,-0.878220787,0.216800982,-0.788751268,-0.356891032,-0.305142991,-0.205581405,0.308314461,0.063086448,-0.304738338,-0.59322594,-0.08633758,-0.016636909,-0.004078026,0.039843776,-0.085955408,0.083740595,0.596696844,-0.33437753,-0.399389351,-0.732086742,0.069601645,-0.53428938,-0.432760779,-0.069171416,-0.024108981,-0.011741558,-0.128300836,-0.140819426,-0.057448498
2150,김성배,2012,P,0,0.137281048,2.341484435,-0.771401247,2.186579628,0.277691199,-0.344451711,-0.234136395,-0.20968756,0.084446502,-0.011723211,1.931561117,-0.300270387,-0.48856484,-0.509080494,-0.509080494,-0.326421288,-0.400908742,-0.638493666,-0.335371505,0.170741966,1.487654111,-0.400064687,-0.39077194,-1.048944748,-0.569536543,-0.605712621,-0.605712621,-0.662002332,-0.312455344,-0.511905705
2151,노성호,2014,P,0,0.06554191,-0.896753467,-0.148033327,-0.63851061,-0.610934241,-0.354613217,-0.183202005,-0.697164518,-0.553715635,-0.307234017,-0.374663422,-0.364128096,-0.536068365,-0.588072028,-0.668505637,-0.40262895,-0.572180333,-0.239181194,0.028469224,-0.621055362,-0.615797295,-0.331842433,-0.342207314,0.224458671,-0.558049241,-0.713045895,-0.857953823,-0.856757013,0.20354369,-0.438376664
2152,송은범,2012,P,1,0.137281048,-0.644860498,1.114408425,-1.032377456,-0.648450567,-0.344451711,-0.234136395,1.110567445,-0.234573616,-0.301606241,-0.563481194,0.578775677,0.841354539,0.654141065,0.654141065,0.585243874,0.695042794,0.436864087,0.961610239,-0.502327814,-0.743827056,0.629504988,-0.39077194,0.256835442,0.008867903,-0.164028715,-0.164028715,-0.157876351,-0.113080981,0.199877495
2153,박근홍,2015,P,0,0.065413936,1.840485389,-0.739484468,1.835759437,0.499944957,-0.273897704,-0.209678417,-0.421455704,-0.530704879,-0.298266532,1.094990177,-0.370176983,-0.840409685,-0.738259961,-0.738425697,-0.396990227,-0.655735251,-0.751967306,-0.159544012,0.348727011,-0.746866996,-0.00545138,-0.387785038,0.315774629,-1.306067619,-1.122835293,-1.134508057,-1.052120838,-1.000001782,-0.946519017
2154,임창민,2014,P,0,0.059551521,0.576114118,-0.74933684,0.785054029,0.209003819,-0.354613217,-0.183202005,0.591074265,-0.220178264,-0.126438615,0.333034153,-0.25567225,-0.453137667,-0.474083404,-0.54674211,-0.261269958,-0.453262166,-0.424003026,0.08654644,-0.621055362,0.298930726,0.103967801,2.037689003,-0.491003344,-0.60095723,-0.677423535,-0.842509443,-0.820087278,-0.694088739,-0.471126483
2155,이승호,2011,P,0,0.137324978,1.198122135,-0.706299857,1.260896884,1.010520633,-0.308944476,-0.222541102,0.547456168,-0.250018958,0.014063078,-0.199650182,-0.102309367,-0.311545413,-0.293565783,-0.293565783,-0.075985825,-0.435589772,-0.555136625,0.969978921,-0.893706481,1.652124078,-0.036617635,-0.423976475,-0.537931218,-0.561861693,-0.524096673,-0.523966177,-0.475027228,0.13948643,0.118984124
2156,김진성,2014,P,0,0.053561131,1.539142924,-0.74933684,1.541322744,4.411186381,-0.354613217,-0.183202005,-0.181869005,-0.220178264,4.212651041,-0.374663422,-0.364128096,-0.618999062,-0.588072028,-0.668505637,-0.407677485,-0.651459112,-0.608824858,-0.087685209,-0.621055362,-0.615797295,0.076729661,-0.342207314,-0.848734352,-0.756498688,-0.713045895,-0.842509443,-0.74674781,-0.920518541,-0.831374494
2157,저마노,2011,P,1,0.129814142,-1.440860946,0.011478329,-1.126220698,-0.870170545,-0.308944476,-0.222541102,0.28823664,-0.848278607,-0.362827424,-0.571221354,-0.519143498,-0.833383979,-0.766479405,-0.766479405,-0.608349456,-0.500109701,-0.555136625,-1.180571601,-1.227290515,-0.77179519,-0.615505422,-0.423976475,-1.211602088,-1.048734481,-0.865382087,-0.865228036,-0.893592617,-0.985008321,-1.160913911
2158,권혁,2011,P,0,0.129814142,1.627724032,-0.808839597,1.642835697,-0.047368155,-0.308944476,-0.222541102,-0.748641473,-0.250018958,-0.362827424,2.95870478,-0.453327583,-0.785944109,-0.68049511,-0.68049511,-0.494640719,-0.650656203,-0.770754908,-0.341332373,-0.560122446,0.0361779,-0.670637592,1.297624967,-0.537931218,-1.041972358,-0.764260483,-0.764113411,-0.792122219,-0.05895382,-0.758660243
2159,강영식,2011,P,0,0.122303307,1.995954229,-0.808839597,1.929289807,-0.282454552,-0.308944476,-0.222541102,-0.489421945,-0.848278607,-0.174382173,2.401348022,-0.609091916,-0.738504239,-0.809471552,-0.809471552,-0.629023771,-0.715176133,-0.123900058,-0.341332373,-0.560122446,0.0361779,-0.339844571,1.297624967,0.472575088,-0.555099571,-0.783220784,-0.783072403,-0.874566917,0.167835037,-0.210132513
2160,오현택,2014,P,0,0.035589962,1.539142924,-0.548902336,1.452349954,0.721465107,-0.354613217,-0.183202005,0.075778752,-0.220178264,-0.307234017,0.156109759,0.028482064,-0.411672319,-0.474083404,-0.18145153,0.041642168,0.161148366,-0.239181194,-0.552302938,0.372200426,0.298930726,0.18568222,-0.342207314,-1.206465359,-0.997856124,-1.16086985,-0.698361895,-0.563399138,-1.001386327,-0.438376664
2161,장원삼,2015,P,1,0.031511101,-0.323444555,1.700504437,-1.032760619,-0.774072079,-0.273897704,-0.209678417,1.480756309,1.590511299,-0.298266532,-0.547495089,1.406211135,2.206019455,2.187889618,2.255087867,1.445111922,1.584517136,3.31760025,1.228065328,-0.849625809,-0.064944956,1.212188729,-0.387785038,-0.247257493,0.267192828,0.286379205,0.201317133,0.274443226,0.555897124,-0.361373152
2162,안지만,2013,P,0,0.073079469,1.379171869,-0.766833104,1.444643204,0.593142843,-0.305142991,-0.205581405,0.571815773,-0.555160739,-0.304738338,3.623241513,-0.102216998,-0.45335576,-0.483653902,-0.390820566,-0.207450071,-0.458455851,-0.508018975,-0.284272028,-0.399389351,0.949424994,0.18884922,-0.53428938,0.480385171,-0.812664077,-0.919496837,-0.751459704,-0.751044043,-1.422379636,-1.371834361
2163,허준혁,2015,P,1,0.025860628,-0.864427041,0.626909319,-0.988629542,-0.667903993,-0.273897704,-0.209678417,-0.183679202,-0.530704879,-0.298266532,-0.547495089,-0.071420799,-0.459606042,-0.083726502,-0.212538179,-0.063793456,-0.395705956,-0.12587999,0.747739018,0.348727011,-0.064944956,-0.23961294,-0.387785038,-0.247257493,-0.968149002,-0.267624968,-0.604593932,-0.466871986,0.680037994,-0.328865048
2164,김사율,2012,P,0,0.081797474,1.183513951,-0.771401247,1.287165149,3.776448982,-0.344451711,-0.234136395,-0.473738561,-0.234573616,4.626405271,-0.385263886,-0.459734525,-0.693167821,-0.695195944,-0.695195944,-0.484763131,-0.421984733,-0.100814789,-0.821739659,-0.502327814,-0.743827056,-0.136072463,-0.39077194,0.909725536,-0.711061036,-0.720435713,-0.720435713,-0.770847714,-0.819953723,-0.511905705
2165,윤길현,2015,P,0,0.014559683,2.056878383,-0.739484468,2.012283748,1.986298165,-0.273897704,-0.209678417,-0.897008707,0.075356886,2.273104939,2.942786101,-0.087569782,-0.58654059,-0.54575012,-0.252991065,-0.054273548,-0.275692435,-0.12587999,0.480891068,-0.609955245,1.980821162,0.158461711,-0.387785038,-0.247257493,-1.19527463,-1.182000787,-0.599073993,-0.583921757,-0.321365025,-0.263848841
2166,홍성용,2015,P,0,0.014559683,0.542127422,-0.739484468,0.77661357,-0.561735906,-0.273897704,-0.209678417,-0.897008707,0.075356886,-0.298266532,1.505611493,-0.55185304,-0.798098169,-0.776761929,-0.900237241,-0.577868474,-0.655735251,-0.751967306,-0.746609502,0.348727011,0.616977083,-0.567439123,-0.387785038,-0.810289614,-0.807499168,-0.794735734,-1.106908363,-1.169170608,-0.619303113,-0.881502809
2167,이민호,2015,P,0,0.014559683,1.732288892,-0.153887131,1.482710815,0.818449216,-0.273897704,-0.209678417,0.529650303,0.378387769,-0.298266532,1.505611493,0.594724745,0.767427917,0.878822701,0.879689743,0.66923944,0.62440897,1.126294643,0.747739018,0.348727011,1.298899123,1.118524105,1.17160586,1.160322812,-0.142741232,0.01206646,-0.113319379,-0.087853682,-0.354469257,-0.263848841
2168,권혁,2012,P,0,0.067926581,2.03675536,-0.771401247,1.949891607,-0.236832004,-0.344451711,-0.234136395,-0.473738561,-0.234573616,-0.156664726,2.644430349,-0.380002456,-0.59086633,-0.602138219,-0.602138219,-0.38400014,-0.35875676,-0.638493666,-0.335371505,-0.838862704,0.743827056,-0.268068575,-0.39077194,-0.396054653,-0.63722217,-0.663074167,-0.663074167,-0.67345974,-0.647766773,-0.037383571
2169,고효준,2011,P,0,0.077238294,0.216174942,0.831796256,-0.219116017,-0.399997751,-0.308944476,-0.222541102,0.28823664,1.245630166,-0.362827424,-0.571221354,0.799368675,0.874451328,0.867222198,0.867222198,0.849189806,0.40316931,-0.339518342,2.12393286,0.774213692,0.0361779,1.038459683,-0.423976475,1.81991683,-0.047940417,-0.043769053,-0.043671708,0.019640958,-0.115651034,0.118984124
2170,엄정욱,2012,P,0,0.060991134,1.122568136,-0.771401247,1.239827545,0.895119043,-0.344451711,-0.234136395,0.054363441,0.40346662,0.133218304,1.575126501,-0.240471335,-0.437414094,-0.462551632,-0.462551632,-0.283237148,-0.400908742,0.168024649,-0.119207881,0.170741966,0.743827056,-0.10967324,-0.39077194,-0.7224997,-0.575689782,-0.61718493,-0.61718493,-0.610443993,0.059105969,-0.511905705
2171,유원상,2014,P,0,-0.000352376,1.99233295,-0.74933684,1.897213904,0.106511562,-0.354613217,-0.183202005,0.075778752,0.446896477,-0.307234017,2.279202483,0.067526169,-0.162880226,-0.208109949,-0.100275846,-0.013891722,-0.116327358,-0.239181194,-0.261916857,-0.621055362,0.298930726,-0.004984758,-0.342207314,-0.133272336,-0.611684227,-0.728312621,-0.574806854,-0.453389936,-0.718349075,-0.99512359
2172,글로버,2011,P,1,0.062216623,-0.458913753,1.652114182,-1.126220698,-0.870170545,-0.308944476,-0.222541102,0.806675696,0.647370516,-0.362827424,-0.571221354,1.145999163,1.206530416,1.297143672,1.297143672,1.133461647,1.005355317,1.169809641,0.655264211,1.774965796,-0.77179519,1.94814049,-0.423976475,1.81991683,-0.061464662,0.051032451,0.051123253,0.114769456,-0.748769928,-0.575817666
2173,강영식,2014,P,0,-0.006342766,1.199250404,-0.74933684,1.274404374,-0.508441984,-0.354613217,-0.183202005,-0.439516761,0.446896477,-0.307234017,1.925353696,-0.387988382,-0.494603016,-0.588072028,-0.587329952,-0.448065769,-0.532540944,-0.608824858,-0.203839641,-0.621055362,-0.615797295,-0.195651735,-0.342207314,0.224458671,-0.386417286,-0.646890084,-0.657176881,-0.704839542,-0.597047395,-0.438376664
2174,신재웅,2012,P,1,0.047120241,-1.132427018,0.3203833,-1.032377456,-0.751355207,-0.344451711,-0.234136395,0.318414442,-0.553593735,-0.301606241,-0.563481194,-0.218545016,-0.283961858,-0.369493907,-0.369493907,-0.240053009,-0.253376804,0.168024649,-0.173248787,-0.165792924,-0.743827056,-0.479262355,1.323582377,-0.069609606,-0.335713469,-0.485253374,-0.485253374,-0.415668046,0.602854232,-0.2407502
2175,홍상삼,2013,P,0,0.028291635,1.440182481,-0.766833104,1.492162236,0.698702162,-0.305142991,-0.205581405,0.308314461,0.063086448,0.43692616,1.131692563,0.072456593,-0.540699531,-0.523618559,-0.218554829,0.04955787,-0.358049102,0.596696844,0.818049003,-0.648161531,1.790180863,0.594290973,-0.53428938,1.697913106,-1.138945029,-1.187577034,-0.724658322,-0.56265114,-0.053933988,-0.550343197
2176,마정길,2011,P,0,0.047194952,0.829891937,-0.808839597,1.022185126,-0.282454552,-0.308944476,-0.222541102,-0.748641473,0.049110867,-0.362827424,0.915063334,-0.453327583,-0.6436245,-0.637502962,-0.637502962,-0.48947214,-0.672162846,-0.555136625,-0.236427469,1.107797727,-0.77179519,-0.146881976,-0.423976475,-0.874766653,-0.663293524,-0.650498678,-0.650359458,-0.690651822,-0.276293142,-0.685523212
2177,스와잭,2015,P,1,-0.013692679,-0.648034047,0.919707987,-0.944498464,-0.561735906,-0.273897704,-0.209678417,0.291873801,0.984449534,-0.298266532,-0.34218443,0.515998453,0.767427917,0.686312861,0.636972427,0.564520455,0.764424744,0.187163669,0.160673528,-0.130614117,-0.064944956,0.392623271,1.17160586,0.034258568,-0.031948243,-0.122400573,-0.284437482,-0.043263294,-0.586198881,-0.198832634
2178,권혁,2015,P,0,-0.019343152,2.489664372,-0.739484468,2.365332371,3.791155632,-0.273897704,-0.209678417,1.242979807,2.802634829,3.064296161,0.684368861,0.917704403,1.105920043,1.10983451,1.243765717,1.002436212,1.044456293,1.126294643,1.388174098,0.109056447,4.02658728,0.767281766,1.17160586,0.315774629,-0.187058428,-0.176187386,-0.15195895,-0.160313064,0.059333643,-0.003784012
2179,김대우,2014,P,0,-0.024313934,-0.047022168,0.15261843,-0.104673871,-0.610934241,-0.354613217,-0.183202005,-0.439516761,-0.553715635,-0.126438615,-0.551587815,0.180320248,0.334703959,0.285840754,0.305602577,0.278923333,0.299886229,0.315284301,1.015781899,1.365456215,-0.615797295,0.458063617,-0.342207314,0.224458671,-0.005608887,-0.102376867,-0.132067956,-0.270041264,0.171196575,0.609617549
2180,전유수,2014,P,0,-0.024313934,2.048981703,-0.74933684,1.941700299,0.61897285,-0.354613217,-0.183202005,0.848722022,0.113359106,-0.307234017,0.333034153,0.418923108,0.417634656,0.399829377,0.589717472,0.460670609,0.517902869,0.684927965,0.551164169,-0.2899701,2.128386766,0.621492455,-0.342207314,0.582189679,-0.273783816,-0.326288844,-0.183549224,-0.228132997,-0.338270479,-0.045378834
2181,이정민,2014,P,0,-0.024313934,-0.330265934,-0.74933684,0.073271709,-0.098472953,-0.354613217,-0.183202005,-0.697164518,-0.887253006,-0.307234017,0.863807334,-0.689495632,-1.158048596,-1.006030315,-0.993208375,-0.705541076,-0.611819723,-1.163290354,-0.726534587,-1.283225888,0.298930726,-0.658700109,-0.342207314,-0.491003344,-1.652202951,-1.16086985,-1.002101371,-1.134399286,-1.171208678,0.282119357
2182,송신영,2013,P,0,0.015495111,1.806246155,-0.766833104,1.777276424,0.170905565,-0.305142991,-0.205581405,0.044813148,-0.246037146,-0.156405438,2.281638232,-0.141915541,-0.45335576,-0.523618559,-0.347754132,-0.151375611,-0.337967752,-0.949905303,0.216782986,0.844471551,0.108669126,-0.216592533,-0.53428938,-0.128378796,-0.759175396,-0.940943253,-0.617452794,-0.667313864,-0.238565544,-0.386044964
2183,최영필,2014,P,0,-0.030304324,0.519465365,-0.74933684,0.740567634,-0.303457469,-0.354613217,-0.183202005,0.075778752,-0.553715635,-0.307234017,1.925353696,-0.253503134,-0.743395108,-0.588072028,-0.343802899,-0.321852383,-0.413622777,-0.239181194,-0.726534587,-0.952140625,0.298930726,-0.113937316,-0.342207314,-0.133272336,-1.244577059,-0.952224598,-0.456399939,-0.537206471,-0.871997869,-1.224372324
2184,윤희상,2015,P,1,-0.030644097,-0.593935798,1.310106212,-1.076891697,-0.774072079,-0.273897704,-0.209678417,0.291873801,1.590511299,-0.298266532,-0.547495089,0.536184682,1.063608528,0.994328606,0.879689743,0.569280409,0.824431505,1.126294643,0.374151888,-0.370284681,0.616977083,0.275542491,-0.387785038,-0.528773553,0.311510024,0.259485799,0.013639214,0.012474692,0.208302688,-0.003784012
2185,토마스,2014,P,1,-0.036294714,-1.179997233,0.15261843,-0.99440177,-0.610934241,-0.354613217,-0.183202005,-0.439516761,-0.553715635,-0.307234017,-0.551587815,-0.405341317,-0.577533713,-0.55007582,-0.587329952,-0.412726021,-0.354163693,-0.79364669,-0.494225722,-0.952140625,0.298930726,0.049491522,-0.342207314,-1.206465359,-0.574139737,-0.534934095,-0.605695614,-0.563399138,-1.567460832,-0.110878473
2186,손민한,2014,P,0,-0.042285103,1.199250404,-0.649119588,1.229917979,0.311496077,-0.354613217,-0.183202005,0.075778752,0.113359106,-0.126438615,1.040731727,-0.364128096,-0.743395108,-0.778053068,-0.587329952,-0.412726021,-0.334343998,-0.424003026,-0.784611803,-0.2899701,0.298930726,-0.713176389,-0.342207314,-0.133272336,-1.056854609,-1.191403301,-0.739546908,-0.673408341,-0.136101013,-0.569375941
2187,박지훈,2012,P,0,0.005507561,1.183513951,-0.771401247,1.287165149,0.277691199,-0.344451711,-0.234136395,-0.20968756,-0.234573616,-0.011723211,1.218691885,-0.140806248,-0.283961858,-0.276436182,-0.276436182,-0.110500592,-0.211224822,-0.369654228,0.205037555,0.507276856,0,-0.294467798,-0.39077194,1.236170584,-0.464931484,-0.439364137,-0.439364137,-0.444311567,0.294730217,-0.003489133
2188,홍성민,2012,P,0,-0.001427886,1.061622321,-0.771401247,1.19248994,0.586405121,-0.344451711,-0.234136395,-1.001840562,-1.191633972,-0.156664726,-0.02882927,-0.242464636,-0.386263349,-0.416022769,-0.416022769,-0.220860058,-0.084768876,0.168024649,-0.065166975,0.507276856,0,-0.42646391,-0.39077194,-0.396054653,-0.464931484,-0.513934147,-0.513934147,-0.518784724,0.702541414,0.504927438
2189,권오준,2012,P,0,-0.001427886,0.939730691,-0.771401247,1.097814732,0.071881918,-0.344451711,-0.234136395,-0.737789561,-0.234573616,-0.301606241,1.218691885,-0.517540275,-0.744318566,-0.741724806,-0.741724806,-0.561534935,-0.695972617,-0.638493666,-0.713657847,-1.175397594,0,-0.004076351,-0.39077194,-0.396054653,-0.729520752,-0.731908022,-0.731908022,-0.742204192,-1.680888472,-1.155900028
2190,아담,2013,P,1,-0.010097937,-0.878220787,0.806981434,-1.073865456,-0.77912831,-0.305142991,-0.205581405,0.044813148,1.29958082,-0.304738338,-0.59322594,0.45356261,0.420081943,0.515462506,0.556640986,0.395350372,0.485367592,1.480469499,-0.083850023,-0.896933711,-0.732086742,0.427344368,3.599423191,0.176003188,-0.272428403,-0.136702663,-0.193990956,-0.107368291,-0.227704864,-0.61606249
2191,김현우,2014,P,0,-0.054265883,-0.103670921,-0.74933684,0.251217289,0.413988335,-0.354613217,-0.183202005,-0.697164518,-1.220790377,-0.307234017,-0.374663422,-0.735047087,-1.199513944,-1.234007562,-1.236735428,-0.851948603,-0.948754531,-0.608824858,-1.1330751,-0.952140625,-0.615797295,-0.549747551,-0.342207314,-0.133272336,-1.711201435,-1.903850502,-1.733135364,-1.773500369,-0.920518541,-1.846618888
2192,김민우,2015,P,0,-0.053245987,0.217537931,0.041311981,0.158778481,0.499944957,-0.273897704,-0.209678417,-0.659232206,-0.227673996,-0.298266532,-0.547495089,0.069882801,0.175066695,0.07028137,0.070632023,0.088525068,-0.095672154,-0.438923648,0.587630248,1.307409267,1.298899123,-0.12253216,-0.387785038,0.315774629,-0.098424036,-0.27838233,-0.334116931,-0.338674619,0.100713933,-0.263848841
2193,심창민,2013,P,0,-0.029292723,1.13512942,-0.766833104,1.254567079,-0.040213074,-0.305142991,-0.205581405,-0.745690789,-1.173407925,-0.008072539,2.089980621,-0.362242457,-0.759058956,-0.803371153,-0.649219171,-0.455112268,-0.6793507,-0.508018975,-0.484694034,-0.15061717,0.949424994,0.117300675,1.532566905,-0.737142763,-1.042665403,-1.225108261,-0.778261086,-0.777209724,-1.509265074,-1.404694008
2194,김병현,2013,P,1,-0.035690985,-1.000242011,0.610254617,-1.073865456,-0.77912831,-0.305142991,-0.205581405,0.308314461,0.063086448,-0.304738338,-0.59322594,0.133989335,0.507425713,0.435533194,0.384375249,0.166379661,0.043577895,0.37575368,0.36709949,2.088332452,-0.732086742,-0.216592533,-0.53428938,0.176003188,0.337342556,0.286864047,0.106184523,-0.075969474,1.097298066,-0.254606377
2195,빌로우,2013,P,1,-0.035690985,-1.244284461,0.020074165,-0.978827394,-0.673568991,-0.305142991,-0.205581405,-0.218688164,-0.555160739,-0.156405438,-0.59322594,-0.423775199,-0.497027645,-0.363759933,-0.476953434,-0.422402166,-0.478537201,-0.949905303,-0.133955524,-0.896933711,0.108669126,-0.335840107,-0.53428938,-0.432760779,-0.325917083,0.008060643,-0.236873168,-0.274828649,-0.727296132,0.041130442
