Rank,Name,Year,Position,Binary_SP,WAR_z,경기_z,경기(선발)_z,경기(구원)_z,경기(마무리)_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,실점_z,rRA_z,상대 타자 수_z,피안타_z,피홈런_z,4구_z,몸에 맞는 공_z,고의사구_z,삼진_z,보크_z,폭투_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
1353,금민철,2010,P,1,0.590703805,-0.346973847,1.680497335,-0.988159463,-0.713535496,1.316628615,2.504854859,0.598567251,2.424623505,-0.375877019,-0.514940661,1.226891052,1.274651968,1.2241478,1.2241478,1.362176885,1.211275849,0.642394448,2.311050189,3.137291597,-0.061263906,1.012732351,-0.422368785,1.518075328,-0.318907104,-0.393980519,-0.393980519,-0.392038354,0.28698495,0.21521218
1354,랜들,2008,P,1,0.697089183,-0.018125551,2.315031828,-1.081098749,-0.761826966,-0.295511855,-0.223992914,1.38338683,1.718097691,-0.339663713,-0.569090538,1.884445362,2.379418394,2.180994073,2.180994073,2.014957673,2.38769343,2.698276256,1.301012599,1.860901726,0.784519382,1.823591462,3.566063021,0.205820316,0.047304402,-0.060023766,-0.060023766,-0.059286432,-0.012107703,0.057510294
1355,윤길현,2007,P,0,0.709387706,2.264229469,-0.768149971,2.213442359,-0.030389295,-0.219780446,-0.17350936,1.046452729,-0.199572578,-0.295091299,3.160291159,0.151616479,-0.237610774,-0.298426621,-0.298426621,0.091841403,-0.080775275,-0.290927827,0.366184196,-0.532924718,0.813543652,0.11032288,-0.456434595,1.08075001,-0.795409644,-0.910237932,-0.910153697,-0.866949402,-0.485830353,-0.541083311
1356,김명제,2008,P,1,0.689898795,-0.450814986,1.021790387,-0.832849209,-0.761826966,-0.295511855,-0.223992914,0.855437193,-0.237739623,-0.339663713,-0.339729806,1.007486606,0.912373013,0.937075633,0.937075633,0.972342365,0.771769323,2.176282449,0.400083601,0.856165882,0.784519382,0.515271155,1.581601173,-0.576296885,-0.303677717,-0.278061678,-0.278061678,-0.279010435,0.462165949,-0.728539498
1357,로페즈,2010,P,1,0.571982474,-0.184471903,2.001912117,-0.988159463,-0.595027278,1.316628615,-0.229452354,0.093581311,2.098757752,-0.139091056,-0.514940661,2.23832023,2.571813604,2.516546203,2.516546203,2.244861662,2.643165406,2.924690251,0.82978799,1.108590765,0.564503133,0.932706162,1.734728936,-0.440584268,-0.171798343,-0.236547756,-0.236547756,-0.163260434,0.164767577,-0.536202745
1358,신용운,2006,P,0,0.610141222,-0.796509254,-0.819761465,-0.226549993,-0.507349915,-0.30934043,-0.250526871,-0.021883689,-1.167622597,-0.308184949,-0.167182591,-0.666511202,-1.348348481,-1.295704895,-1.295704895,-0.765648846,-0.895143503,-0.916903183,-1.158178538,-0.863785498,-0.694538013,-0.796934023,-0.358411548,-1.017355973,-2.348733245,-2.338543876,-2.338525186,-2.323930948,-0.889722041,-2.162749054
1359,고효준,2009,P,0,0.590542685,0.546756478,1.220963087,-0.108214121,-0.485878434,-0.234636941,-0.17594519,1.820604809,2.001772264,0.060634716,-0.29426575,1.326196689,1.16352975,1.266309645,1.266309645,1.404160013,0.635721159,0.610816127,2.619153841,3.165604065,0.548454886,2.686563251,4.913159954,5.264389158,-0.437001322,-0.358889018,-0.358847274,-0.252382831,-0.745008971,-0.542963721
1360,정현욱,2010,P,0,0.56574203,1.657216789,-0.783682663,1.695730436,1.893645306,-0.30645666,-0.229452354,1.356046162,-0.834034025,2.465554544,1.895778566,0.120502365,-0.358810833,-0.201946989,-0.201946989,0.082545107,0.010336221,-0.68894477,-0.069549774,-0.050666854,-0.687030945,0.345847445,-0.422368785,0.212302264,-0.997870617,-0.790276785,-0.790276785,-0.855041288,-1.214542775,-0.634213388
1361,조용훈,2007,P,0,0.680752073,2.377635724,-0.768149971,2.306527735,1.08058681,-0.219780446,-0.17350936,0.065520296,0.975439006,1.080057481,2.541151365,0.272809565,0.004811433,-0.077307349,-0.077307349,0.209287945,-0.019254571,-0.062714981,0.058024905,0.597652417,1.858388931,0.280017172,1.605390644,-0.604705363,-0.590318633,-0.721937626,-0.721861524,-0.736374634,-0.685682349,-1.060908765
1362,김원형,2008,P,0,0.653946856,0.785440543,-0.379221174,0.805597756,0.318375449,-0.295511855,-0.223992914,2.175311285,0.740179034,0.016047105,-0.110369074,0.181982062,-0.187911022,-0.211156774,-0.211156774,0.147825157,0.157262973,0.349304126,-0.162997023,0.521253934,0.784519382,-0.045437547,-0.402860676,-0.967355486,-0.649421298,-0.689360466,-0.689360466,-0.633565076,-0.012107703,-0.456445339
1363,윤석민,2010,P,1,0.553261143,-0.401141161,0.609114727,-0.585575978,0.116022032,1.316628615,-0.229452354,0.598567251,-0.182302519,0.334480872,-0.514940661,0.802885806,0.505963591,0.555665867,0.555665867,0.777202358,0.680091013,-0.308562136,0.45947244,-0.340481259,-0.687030945,1.226135521,-0.422368785,-0.114141002,-0.641414773,-0.62198659,-0.62198659,-0.560898248,-1.397868835,-0.666883602
1364,정재복,2006,P,1,0.576134279,-0.125550597,1.433766068,-0.806002905,-0.418600659,-0.30934043,-0.250526871,0.694309777,1.715396162,-0.308184949,-0.56842081,1.332880669,1.513524482,1.509188443,1.509188443,1.300625125,1.195652268,0.788963204,1.370946172,-0.330858713,0.577898041,0.390721433,-0.358411548,-0.106290923,-0.221998055,-0.197111737,-0.197056932,-0.206144966,0.07768578,-0.667481879
1365,이상열,2010,P,0,0.540780256,2.469726506,-0.783682663,2.366702911,-0.476519059,-0.30645666,-0.229452354,-0.41140463,-0.508168272,-0.375877019,2.991560032,-0.120208946,-0.502939904,-0.558470687,-0.558470687,-0.215165144,-0.312993679,-0.68894477,-0.386963102,-0.630295663,0.564503133,-0.107634291,-0.422368785,-0.767027534,-0.929974266,-1.061712583,-1.061712583,-1.051136649,-1.101055215,-0.960915529
1366,류택현,2009,P,0,0.543831222,2.536999877,-0.780848486,2.442839903,0.808962547,-0.234636941,-0.17594519,0.077697974,-0.808237695,-0.164351992,2.48869875,-0.37251883,-0.797319191,-0.854993197,-0.854993197,-0.521402699,-0.652779321,-0.863928289,-0.776365074,-0.275077018,-0.719285097,-0.39884707,-0.39531172,-0.895601475,-1.150754136,-1.341773498,-1.341715836,-1.332141476,-1.140377078,-1.66687049
1367,신철인,2006,P,0,0.555730114,2.070314098,-0.819761465,2.042973913,0.025145623,-0.30934043,-0.250526871,-0.499346,-0.30271697,-0.181965857,2.84210405,0.08562298,-0.500386121,-0.313992226,-0.313992226,0.081109307,-0.253414108,-0.277203288,0.226818327,1.001458251,-0.694538013,0.958730564,-0.358411548,-0.561823448,-1.237199173,-0.971375475,-0.971333728,-0.937367487,-1.395412493,-1.071608142
1368,박준수,2010,P,0,0.522058925,0.628037814,-0.783682663,0.845831968,-0.358010841,-0.30645666,-0.229452354,-0.15891166,-0.182302519,-0.375877019,1.238309685,-0.497838618,-1.031413163,-1.093256233,-1.093256233,-0.606889157,-0.821083522,-0.498753453,-0.598571988,-0.050666854,0.564503133,-0.61446682,-0.422368785,-0.767027534,-1.484461134,-1.675157487,-1.675157487,-1.677552383,-0.079667169,-1.352958099
1369,안지만,2008,P,0,0.60361414,1.341755531,-0.702531535,1.401396652,0.318375449,-0.295511855,-0.223992914,0.327487557,-0.889685395,-0.339663713,1.49515605,0.072362217,-0.345094456,-0.354685825,-0.354685825,0.057394237,0.020706006,0.088307223,0.118543289,-0.48348191,0.064925742,0.671023573,-0.402860676,-0.576296885,-0.743715001,-0.768646979,-0.768646979,-0.818332988,-0.916536528,-0.244816549
1370,최대성,2007,P,0,0.602004081,0.563135641,-0.768149971,0.817161705,0.710261441,-0.219780446,-0.17350936,-0.179712812,-0.493325474,-0.295091299,0.890111917,-0.204015692,-0.577001863,-0.652217457,-0.652217457,-0.293383255,-0.552434001,-1.203779214,-0.044694859,0.315008133,0.291121013,0.308299554,-0.456434595,0.659386167,-0.925922106,-1.104422624,-1.104330001,-1.080617203,-1.575932145,-1.098039154
1371,문동환,2007,P,1,0.602004081,-0.570926911,0.339862149,-0.625661636,-0.030389295,1.032012527,-0.17350936,0.310753404,-0.199572578,-0.295091299,-0.34816767,0.330425951,0.004811433,0.01114036,0.01114036,0.373713103,0.431897254,0.621923559,0.520263841,-0.250280435,0.813543652,-0.144218559,-0.456434595,-1.026069206,-0.652467425,-0.657209395,-0.65713609,-0.641411167,0.368082717,0.201524481
1372,금민철,2008,P,0,0.582042977,0.909066095,-0.702531535,1.053847296,0.210355207,-0.295511855,-0.223992914,-0.464436899,-1.215658281,-0.339663713,0.118991658,-0.153588891,-0.764250279,-0.59390091,-0.59390091,-0.20325959,-0.275167422,-0.95568039,0.174851352,0.186341986,-0.654667898,0.203766321,-0.402860676,1.378996119,-1.105174199,-0.867755121,-0.867755121,-0.873263989,-0.894477289,-0.123885812
1373,정재훈,2009,P,0,0.503792826,0.137000484,0.378095056,-0.060081026,-0.250452801,-0.234636941,-0.17594519,0.326684665,0.44065562,-0.3893387,0.464724568,0.605331514,0.509913436,0.425793425,0.425793425,0.589107013,0.657196167,-0.274030523,-0.016174272,0.97607974,-0.085415105,0.819760368,-0.39531172,0.02839712,-0.379692702,-0.495682219,-0.495638259,-0.462193753,-1.208806174,-0.675188046
1374,송신영,2007,P,0,0.587686264,1.356979427,-0.768149971,1.468759344,1.913818888,-0.219780446,-0.17350936,-0.179712812,-0.199572578,1.844029025,0.270972123,0.195325461,-0.140641891,-0.121531203,-0.121531203,0.148215743,0.021759231,-0.062714981,0.006665023,0.315008133,1.335966292,0.3931467,-0.456434595,0.659386167,-0.714616216,-0.698400088,-0.698325003,-0.712633768,-0.831029254,-0.800996038
1375,토마스,2008,P,0,0.574852589,1.836257742,-0.810301655,1.848245824,4.963245832,-0.295511855,-0.223992914,-0.20046208,0.740179034,5.173853958,-0.569090538,-0.064103303,-0.502277889,-0.546057893,-0.546057893,-0.150064932,-0.320686411,-0.433686584,-0.162997023,0.186341986,2.223706663,0.639873089,-0.402860676,0.987937518,-0.811816009,-0.892532157,-0.892532157,-0.938182444,-1.622432197,-0.789004867
1376,전병두,2010,P,0,0.47837582,-0.184471903,-0.033714837,-0.138260995,-0.358010841,-0.30645666,-0.229452354,0.346074281,-0.508168272,-0.375877019,-0.295784368,0.056459906,-0.45489688,-0.380208838,-0.380208838,-0.011468656,-0.243708701,-0.879136087,-0.069549774,-0.630295663,0.564503133,0.105768879,-0.422368785,0.865188796,-1.077083027,-0.996567991,-0.996567991,-0.925853502,-1.249462025,-0.993585743
1377,콜론,2010,P,1,0.47837582,-0.50947579,1.466220813,-1.032890961,-0.713535496,1.316628615,-0.229452354,1.103553192,1.121160493,-0.375877019,-0.514940661,0.851469741,0.602049638,0.689362254,0.689362254,0.892108068,0.726280999,-0.11837082,0.723983547,1.398405169,-0.687030945,0.23914586,1.734728936,3.476734925,-0.596150539,-0.54055585,-0.54055585,-0.479191848,-0.219344166,-0.56887296
1378,하리칼라,2006,P,1,0.494517618,-0.491528046,1.433766068,-1.095729361,-0.684848428,-0.30934043,-0.250526871,1.887965555,0.850490534,-0.308184949,-0.56842081,1.183587704,1.14254095,1.322195554,1.322195554,1.121149212,1.299157009,1.855129696,-0.014050693,0.468531466,-0.694538013,0.571451611,-0.358411548,-0.561823448,-0.414663961,-0.225013133,-0.224958799,-0.206144966,0.011726155,-0.909957637
1379,황두성,2008,P,0,0.546091037,0.290938331,0.806250147,-0.137750497,0.42639569,-0.295511855,-0.223992914,0.591462375,1.392124805,1.083179557,-0.339729806,0.853123967,0.912373013,0.841389599,0.841389599,0.818077855,0.49865539,1.393291739,1.075780349,-0.48348191,0.064925742,1.075979858,-0.402860676,2.943230522,-0.177952779,-0.233463014,-0.233463014,-0.279010435,-0.012107703,-0.516910708
1380,장원준,2006,P,1,0.474113453,-0.125550597,1.923663358,-1.047441618,-0.596099172,0.888106397,-0.250526871,0.694309777,2.291999913,-0.308184949,-0.56842081,2.016982614,2.308489193,2.490901112,2.490901112,2.055344348,1.733876921,1.855129696,2.936594802,1.267921644,-0.058319986,2.120567423,2.171552319,-0.106290923,-0.207177601,-0.03667871,-0.0366212,0.028398107,-0.120193093,-0.505831373
1381,임경완,2007,P,0,0.530414997,1.924010703,-0.768149971,1.934186228,0.525098757,-0.219780446,-0.17350936,0.801219621,-0.78707837,-0.295091299,0.683731985,0.135722304,-0.09215745,-0.165755058,-0.165755058,0.171705051,0.144800638,-0.747353521,0.417544078,2.29351812,1.858388931,0.280017172,-0.456434595,-0.604705363,-0.565459117,-0.686631318,-0.686556742,-0.659216817,-0.613008896,0.090133312
1382,나이트,2009,P,1,0.437062165,-1.092267497,0.272736552,-1.022742922,-0.839016883,-0.234636941,-0.17594519,0.575671356,-0.496014366,-0.3893387,-0.547262523,-0.111177981,-0.448723824,-0.454747377,-0.454747377,-0.149534768,-0.352129209,-0.421504964,-0.066853659,-0.587866207,-0.719285097,0.067853651,-0.39531172,0.952395715,-0.838161662,-0.885796162,-0.885745885,-0.968810368,-0.737405738,-0.840468454
1383,이영욱,2006,P,0,0.433305122,1.460351682,-0.329864175,1.318657773,0.025145623,-0.30934043,-0.250526871,0.455578622,0.273886782,-0.308184949,0.033436518,0.372870206,0.188583296,0.200238219,0.200238219,0.33881831,0.388315287,-0.06396999,0.106383817,0.468531466,1.850334095,0.106716867,-0.358411548,-1.017355973,-0.577688958,-0.566805233,-0.566756663,-0.509671295,-0.449991214,-0.586656626
1384,이용훈,2008,P,1,0.481377546,-0.512627762,1.021790387,-0.882499117,-0.653806725,-0.295511855,-0.223992914,0.591462375,1.06615192,-0.339663713,-0.339729806,0.739029844,0.807584058,0.697860548,0.697860548,0.78616106,1.158680729,-0.694683487,0.8505481,-0.48348191,-0.654667898,0.546421639,1.581601173,0.205820316,-0.156998623,-0.253284642,-0.253284642,-0.229073162,-0.662855273,0.480767875
1385,구대성,2009,P,0,0.417042967,2.419926736,-0.780848486,2.346573713,-0.015027168,-0.234636941,-0.17594519,-0.918248788,-1.120461024,-0.164351992,1.476711659,-0.220070001,-0.492298245,-0.534796541,-0.534796541,-0.332921693,-0.309179193,-0.421504964,-0.928403235,-0.275077018,-0.085415105,0.19749274,-0.39531172,-0.587601943,-0.754803669,-0.875663332,-0.875613219,-0.922754312,-1.596571048,-1.336309675
1386,송은범,2008,P,1,0.474187159,-0.141751104,1.452870867,-0.783199301,-0.545786483,-0.295511855,-0.223992914,1.119412012,0.740179034,-0.339663713,-0.569090538,1.079075076,0.964767491,1.1284477,1.1284477,1.094690079,1.431794663,0.349304126,0.456391663,-0.148569962,-0.654667898,1.075979858,-0.402860676,-0.185238285,-0.324631874,-0.18886435,-0.18886435,-0.114217433,-0.80624033,-0.063420443
1387,오카모토,2010,P,0,0.397250054,0.844707072,-0.783682663,1.024757961,3.552760361,-0.30645666,-0.229452354,0.346074281,-0.182302519,3.412698399,-0.295784368,-0.367545339,-0.791198045,-0.82586346,-0.82586346,-0.408415657,-0.682513565,-0.11837082,0.089156891,-0.050666854,2.441804251,-0.214335876,-0.422368785,0.53874553,-1.111031202,-1.21371663,-1.21371663,-1.203655262,0.13857814,-0.503532531
1388,정우람,2009,P,0,0.410369901,1.893097601,-0.780848486,1.91337586,0.69124973,-0.234636941,-0.17594519,-0.669262098,-0.808237695,-0.164351992,-0.041268977,-0.202647278,-0.579447087,-0.574821123,-0.574821123,-0.210663743,-0.266229177,-0.421504964,-0.016174272,-0.275077018,0.548454886,-0.061785438,-0.39531172,-0.279602412,-0.931939404,-0.966858799,-0.96680721,-0.897167614,-0.539721684,-0.179346825
1389,배영수,2010,P,1,0.397250054,0.032197355,1.466220813,-0.585575978,-0.595027278,-0.30645666,-0.229452354,0.598567251,1.447026246,-0.139091056,-0.514940661,1.204807445,1.466824062,1.491540573,1.491540573,1.268163121,1.62698572,0.832585765,0.512374662,1.108590765,-0.061263906,0.425873634,1.734728936,-0.767027534,-0.126534109,-0.127973437,-0.127973437,-0.206837181,-0.140775855,-0.17683039
1390,토마스,2009,P,0,0.397023769,0.897975901,-0.780848486,1.095113249,3.751782957,-0.234636941,-0.17594519,-0.420275407,0.44065562,2.535488504,-0.547262523,-0.333317702,-0.797319191,-0.694894869,-0.694894869,-0.439897399,-0.545404281,-0.863928289,-0.472288754,-0.900655396,0.548454886,0.19749274,-0.39531172,0.02839712,-1.192433132,-1.017522948,-1.017470537,-1.06092248,-1.915906827,-1.038804942
1391,조정훈,2008,P,1,0.459806383,-0.945317197,0.482939786,-0.981798933,-0.653806725,1.576063229,3.499889278,0.327487557,-0.237739623,-0.339663713,-0.339729806,0.313973303,-0.083122066,0.123744345,0.123744345,0.243575542,0.407617412,0.349304126,-0.444537334,-0.148569962,0.784519382,0.359518738,-0.402860676,-0.967355486,-0.649421298,-0.416813076,-0.416813076,-0.398859891,-0.80624033,-0.516910708
1392,니코스키,2009,P,1,0.397023769,-0.623974933,0.588812064,-0.782077448,-0.60359125,-0.234636941,-0.17594519,0.077697974,1.377325607,-0.3893387,-0.547262523,0.080471975,-0.230851719,-0.174575304,-0.174575304,0.059322563,-0.115904121,-0.716453848,0.186543275,1.601658119,-0.719285097,-0.03585762,-0.39531172,-0.895601475,-0.723544422,-0.662873909,-0.662827242,-0.620831279,-0.516911986,-0.609075884
1393,오재영,2010,P,0,0.378528723,2.090555305,-0.783682663,2.053582422,-0.713535496,-0.30645666,-0.229452354,-0.6638976,-0.834034025,-0.375877019,1.457465979,-0.431587798,-0.98337014,-0.914994384,-0.914994384,-0.50242942,-0.613228586,-0.498753453,-0.651474209,-0.630295663,-0.687030945,-0.534440631,-0.422368785,-0.440584268,-1.461829017,-1.327719665,-1.327719665,-1.328938409,-0.341561539,-1.026255958
1394,데폴라,2010,P,0,0.37228828,0.5738705,1.03766777,0.040664998,1.064087778,-0.30645666,-0.229452354,0.598567251,2.750489258,0.334480872,-0.295784368,1.469810723,1.658996156,1.714367884,1.714367884,1.524089477,1.557700742,0.262011814,1.623321311,1.688219574,-0.687030945,0.532575219,6.048924378,0.212302264,-0.217062577,-0.198546745,-0.198546745,-0.234072647,-0.018558482,-0.17683039
1395,이승호,2010,P,0,0.359807393,1.873886047,-0.247991359,1.650998938,3.789776798,-0.30645666,-0.229452354,0.598567251,0.143563234,4.359842253,0.580840805,0.542299249,0.457920567,0.377404019,0.377404019,0.583951844,0.356761113,1.022777082,1.253005761,-0.050666854,3.067571291,1.279486313,-0.422368785,-0.114141002,-0.420751631,-0.545984566,-0.545984566,-0.462850568,-0.385210601,-0.111489962
1396,경헌호,2008,P,0,0.431044831,0.043687225,-0.810301655,0.408398492,0.102334966,-0.295511855,-0.223992914,-0.728411717,-1.215658281,-0.339663713,-0.110369074,-0.44217991,-0.921433713,-0.928802028,-0.928802028,-0.501149678,-0.548281355,-0.17268968,-0.669769584,-0.818393858,0.064925742,-0.481544316,-0.402860676,-0.967355486,-1.089458581,-1.12543629,-1.12543629,-1.13293781,-0.18858162,-0.728539498
1397,오상민,2009,P,0,0.363658438,1.951634171,-0.780848486,1.961508955,0.69124973,-0.234636941,-0.17594519,-0.171288716,-0.496014366,-0.164351992,0.970718114,-0.37687451,-0.797319191,-0.774944033,-0.774944033,-0.460273724,-0.416554233,-0.568979406,-0.776365074,-0.587866207,0.548454886,-0.113641074,-0.39531172,-0.587601943,-1.129914637,-1.128984075,-1.128929859,-1.117213215,-1.345664365,-0.873524535
1398,로마노,2007,P,1,0.437349188,0.052807493,1.750059394,-0.765289701,-0.308133322,-0.219780446,-0.17350936,2.027385161,0.094180318,-0.295091299,-0.554547601,1.564211304,1.507829116,1.78009454,1.78009454,1.689114372,1.887887234,0.850136406,2.061060296,0.315008133,-0.753724266,1.100206252,-0.456434595,0.238022324,-0.292004435,-0.068770937,-0.06872305,0.005527454,-0.113378908,0.424306818
1399,이상목,2006,P,1,0.372092626,-0.491528046,1.433766068,-1.095729361,-0.596099172,0.888106397,-0.250526871,1.887965555,1.13879241,-0.308184949,-0.56842081,1.242171019,1.14254095,1.462440221,1.462440221,1.185576463,1.319857957,2.494829591,-0.194702458,0.202068073,-0.694538013,0.055079673,-0.358411548,-0.106290923,-0.473945778,-0.155259643,-0.155204132,-0.088873429,0.583376231,-1.071608142
1400,안영명,2006,P,0,0.365291238,0.057438127,-0.133905259,0.111464206,0.025145623,0.888106397,-0.250526871,-0.260614845,-0.014415094,-0.308184949,0.434674737,0.070504705,-0.023407294,-0.080251115,-0.080251115,0.07650736,0.057100116,0.788963204,0.287035582,-0.06439532,-0.058319986,0.00344248,-0.358411548,-0.561823448,-0.444304869,-0.552854535,-0.55280573,-0.654536134,0.605362773,-0.222942989
1401,마정길,2010,P,0,0.347326506,1.494714846,-0.783682663,1.561535941,0.353038468,-0.30645666,-0.229452354,-0.15891166,-0.508168272,-0.375877019,-0.076628075,-0.188668126,-0.647068975,-0.558470687,-0.558470687,-0.178604236,-0.336088672,-0.11837082,0.036254669,0.528961955,1.190270173,-0.134309687,-0.422368785,-0.440584268,-1.088399085,-0.953138264,-0.953138264,-0.947641875,0.007630955,-0.340181461
